,Topt,Topt_std,Length,Tm,Tm_std,T90,dCpt,dCpt_std,topt_source,TmTag
P77434,312.907931871337,10,412,325.264862846536,4.07,,-1804.2743688233222,1000,predicted,Exp
P0AAG3,311.7198957153268,10,241,326.185596098298,4.07,,-4077.4801645240887,1000,predicted,Exp
P0AER3,317.716556284,10,246,328.717325,7.588735,,-2412.0531978132058,1000,BullShit,Mean
P0AER5,317.716556284,10,224,328.717325,7.588735,,-3764.9650883988934,1000,BullShit,Mean
P37902,319.77559742717443,10,302,333.76993872,4.07,335.4,-3071.2053456583176,1000,BullShit,Exp
P63235,323.2339870597554,10,511,342.256367932262,4.07,,-4146.3269435413,1000,BullShit,Exp
P77454,317.1229989277349,10,310,335.232729955881,4.07,,-3961.3525727343053,1000,predicted,Exp
P0A6W0,313.91211203138226,10,308,331.474143997778,4.07,,-4911.075048043243,1000,predicted,Exp
P0A9C5,315.89642579642003,10,469,330.82059639,4.07,331.55,-3626.67301362149,1000,predicted,Exp
P10346,320.3842455358629,10,240,335.263480407987,4.07,,-4029.8004495619252,1000,BullShit,Exp
P0AEQ6,318.4941928587686,10,219,330.625541958109,4.07,,-5043.940448647727,1000,BullShit,Exp
P17169,309.18699066647997,10,609,319.67154916,4.07,321.15,-4913.5489182712045,1000,predicted,Exp
P00962,302.09361952192,10,554,320.12704864,4.07,320.81666667,-4987.75000825355,1000,experimental,Exp
P0AEQ3,320.3413256606896,10,248,335.15816073,4.07,338.05,-3959.555437461391,1000,BullShit,Exp
P0A6X1,310.77547818613635,10,418,325.385533043656,4.07,,-4943.763107879985,1000,predicted,Exp
P68688,320.9062669077418,10,85,338.453118373172,4.07,,-4765.462344959064,1000,predicted,Exp
P0AC59,315.3481009391728,10,215,322.90544989,4.07,324.55,-4790.040400149719,1000,BullShit,Exp
P0AC62,320.191009838488,10,83,334.78930565,4.07,335.55,-3371.690803286166,1000,BullShit,Exp
P0AC69,317.13388801868797,10,115,327.2875344,4.07,329.81666667,-4358.659847691907,1000,BullShit,Exp
P18956,317.39172577522,10,580,333.60225099,4.07,335.10555556,-5136.344032745604,1000,predicted,Exp
P75796,317.716556284,10,623,328.717325,7.588735,,-3840.102536521533,1000,BullShit,Mean
P06715,318.55228030385996,10,450,340.37402987,4.07,343.75,-3609.0746859502706,1000,predicted,Exp
P04425,311.41768904213995,10,316,319.90427713,4.07,327.35,-3292.374227357215,1000,predicted,Exp
P75798,317.716556284,10,306,328.717325,7.588735,,-2329.4961083825033,1000,BullShit,Mean
P75799,317.716556284,10,303,328.717325,7.588735,,-1843.4338914972918,1000,BullShit,Mean
P75797,321.7102349480992,10,512,338.51728246,4.07,341.0,-4964.794018965574,1000,BullShit,Exp
P03819,317.716556284,10,620,328.717325,7.588735,,-4699.77690760226,1000,BullShit,Mean
P45522,317.716556284,10,601,328.717325,7.588735,,-6266.1313168722145,1000,BullShit,Mean
P23886,318.0088695081603,10,573,329.434622860621,4.07,,-4734.478183450505,1000,BullShit,Exp
P29018,317.6894398276213,10,588,328.65078481454,4.07,,-3237.6939323693186,1000,BullShit,Exp
P0A9B2,318.71004362376,10,331,333.15015692,4.07,335.75,-2760.824944560193,1000,predicted,Exp
P23524,313.14571635,10,381,328.717325,7.588735,,-5510.26575272275,1000,predicted,Mean
P77364,314.58971635,10,381,328.717325,7.588735,,-4372.216929909185,1000,predicted,Mean
P0A9S5,321.7130226490402,10,367,354.340728953382,4.07,,-4364.904479333085,1000,predicted,Exp
P0A6F3,313.68018553318,10,502,320.25138681,4.07,322.35,-2272.781166385894,1000,predicted,Exp
P0AER0,323.02059161970874,10,281,341.73272384106,4.07,,-3098.9856706140417,1000,BullShit,Exp
P0A7A7,314.38707467203176,10,807,330.585520402992,4.07,,-3433.3755877876065,1000,predicted,Exp
P0A6S7,308.86485573556,10,339,323.70703502,4.07,324.35,-3158.3780087031455,1000,predicted,Exp
P08194,321.49687288321104,10,452,337.993720267008,4.07,,-4444.543496084626,1000,BullShit,Exp
P09394,319.74656201631996,10,358,329.08727344,4.07,330.95,-3915.4741320575154,1000,predicted,Exp
P10908,312.63567995200003,10,247,329.479784,4.07,329.55,-3275.350893513032,1000,predicted,Exp
P33359,317.716556284,10,243,328.717325,7.588735,,-2232.3569485295247,1000,BullShit,Mean
P33360,317.716556284,10,308,328.717325,7.588735,,-1515.8273260632395,1000,BullShit,Mean
P33361,317.716556284,10,385,328.717325,7.588735,,-2632.946694100121,1000,BullShit,Mean
P33362,317.2528224984016,10,305,327.57938383,4.07,328.88333333,-3575.157126786027,1000,BullShit,Exp
P0AFM2,317.0536158456928,10,330,327.09055714,4.07,329.55,-3121.9002544013024,1000,BullShit,Exp
P14175,316.6226247517596,10,400,326.032962190223,4.07,,-3518.7529985642923,1000,BullShit,Exp
P14176,317.716556284,10,354,328.717325,7.588735,,-3910.2884835182763,1000,BullShit,Mean
P0A6T9,317.716556284,10,129,328.717325,7.588735,,-2238.302029007846,1000,BullShit,Mean
P33195,316.45528988804,10,957,335.42802118,4.07,337.05,-3574.5692394271305,1000,predicted,Exp
P00960,315.77162478343473,10,303,322.580304976384,4.07,,-3995.6745313451524,1000,predicted,Exp
P00961,310.53738354064,10,689,319.33483288,4.07,320.15,-4601.844935830633,1000,predicted,Exp
P15067,313.86771635,10,657,328.717325,7.588735,,-3926.617395682928,1000,predicted,Mean
P0AC86,315.18614674198227,10,815,325.668513460368,4.07,,-3116.944075596908,1000,predicted,Exp
P0A6U8,314.1086181622605,10,477,324.389633677196,4.07,,-3017.021997287881,1000,predicted,Exp
P52074,317.716556284,10,407,328.717325,7.588735,,-4610.695676517307,1000,BullShit,Mean
P0AEP9,317.716556284,10,499,328.717325,7.588735,,-5373.073820377804,1000,BullShit,Mean
P52073,317.716556284,10,350,328.717325,7.588735,,-2600.5615022339102,1000,BullShit,Mean
Q46839,317.716556284,10,560,328.717325,7.588735,,-4410.3507193317355,1000,BullShit,Mean
P0AEP7,313.86771635,10,593,328.717325,7.588735,,-4274.001198943366,1000,predicted,Mean
P37666,309.63006264688005,10,324,318.66821096,4.07,320.55,-4755.53106932661,1000,predicted,Exp
P75913,312.32481628486,10,312,328.36156937,4.07,328.55,-5087.341527028293,1000,predicted,Exp
P39344,317.716556284,10,439,328.717325,7.588735,,-3074.147870842352,1000,BullShit,Mean
P76641,315.3117163499999,10,439,328.717325,7.588735,,-4393.718370507781,1000,predicted,Mean
P25552,313.43392937607786,10,494,327.156940201719,4.07,,-4185.0269611050635,1000,predicted,Exp
P0AEW6,313.08284526836127,10,434,323.29692542576,4.07,,-3561.7323734547194,1000,experimental,Exp
P60546,311.19471076044,10,207,319.10219698,4.07,320.95,-3817.1227976985574,1000,predicted,Exp
P37019,317.716556284,10,473,328.717325,7.588735,,-3947.8896344230166,1000,BullShit,Mean
P46891,317.716556284,10,272,328.717325,7.588735,,-2846.8620529382833,1000,BullShit,Mean
P0ABL8,317.716556284,10,220,328.717325,7.588735,,-2816.0759470329886,1000,BullShit,Mean
P0ABM1,317.716556284,10,245,328.717325,7.588735,,-3303.3382993989467,1000,BullShit,Mean
P0ABM5,317.716556284,10,69,328.717325,7.588735,,-3686.228536424721,1000,BullShit,Mean
P0AGC0,317.716556284,10,463,328.717325,7.588735,,-3330.9852357344457,1000,BullShit,Mean
P0AA78,317.716556284,10,432,328.717325,7.588735,,-1959.565895643085,1000,BullShit,Mean
P0A9S7,317.716556284,10,255,328.717325,7.588735,,-3373.3010119422097,1000,BullShit,Mean
P0AEX7,317.716556284,10,308,328.717325,7.588735,,-4435.284777824091,1000,BullShit,Mean
P22729,317.716556284,10,425,328.717325,7.588735,,-3553.883710070021,1000,BullShit,Mean
P22731,317.716556284,10,237,328.717325,7.588735,,-4929.024432403127,1000,BullShit,Mean
P0ABC9,317.716556284,10,677,328.717325,7.588735,,-2279.653737462085,1000,BullShit,Mean
P0AC94,317.716556284,10,447,328.717325,7.588735,,-4239.496892663106,1000,BullShit,Mean
P39835,319.9784192290608,10,438,334.267636506333,4.07,,-3337.5107467287453,1000,BullShit,Exp
P39172,322.751890845856,10,310,341.0733678,4.07,342.15,-2354.259333029695,1000,BullShit,Exp
P39832,317.716556284,10,261,328.717325,7.588735,,-3520.7388993629625,1000,BullShit,Mean
P06987,315.58345031438,10,355,337.48615221,4.07,341.28333333,-5045.608299401191,1000,predicted,Exp
P06989,320.9581819354159,10,203,351.625474587827,4.07,,-3120.4775195874013,1000,predicted,Exp
P07109,317.716556284,10,257,328.717325,7.588735,,-3563.1561513290153,1000,BullShit,Mean
P0AEU3,317.716556284,10,238,328.717325,7.588735,,-3829.820688058551,1000,BullShit,Mean
P52094,317.716556284,10,228,328.717325,7.588735,,-3847.391091950257,1000,BullShit,Mean
P60906,310.28025844943994,10,424,318.40992248,4.07,319.35,-2879.720651315175,1000,predicted,Exp
P0AEU0,315.89831751071677,10,260,324.25560834,4.07,326.95,-4427.317937987764,1000,BullShit,Exp
P06988,316.5519654959109,10,434,343.567142071622,4.07,,-4339.4659354886,1000,predicted,Exp
P06986,311.46739771062,10,356,320.08308529,4.07,320.91,-4122.4596385231225,1000,predicted,Exp
P24224,315.52031451971584,10,126,326.870555826316,4.07,,-4499.543409166759,1000,predicted,Exp
Q47690,314.58997233917853,10,310,326.121123522225,4.07,,-4531.211618947102,1000,predicted,Exp
P07623,314.0110004436,10,309,318.8442462,4.07,319.55,-3774.5334586014214,1000,predicted,Exp
P00547,312.73506605270035,10,310,329.837287959354,4.07,,-3942.611850623564,1000,predicted,Exp
P0AG34,317.716556284,10,206,328.717325,7.588735,,-4497.4333378890315,1000,BullShit,Mean
P0ACD8,314.6513181790301,10,597,328.938914313058,4.07,,-4181.690213748928,1000,predicted,Exp
P69739,314.2726774073906,10,372,327.576897148887,4.07,,-3376.037014931257,1000,predicted,Exp
P0ACE0,315.3639177279586,10,567,334.099344345175,4.07,,-1968.1615773054393,1000,predicted,Exp
P0AAJ8,318.461912500889,10,328,330.546330243642,4.07,,-2928.233869943867,1000,BullShit,Exp
P69741,314.603146733028,10,372,333.959880334633,4.07,,-4033.296660459778,1000,predicted,Exp
P23481,317.716556284,10,205,328.717325,7.588735,,-4740.247871988978,1000,BullShit,Mean
P23482,317.716556284,10,672,328.717325,7.588735,,-3730.5255439255116,1000,BullShit,Mean
P77858,317.716556284,10,315,328.717325,7.588735,,-4811.3025901128485,1000,BullShit,Mean
P77416,317.716556284,10,479,328.717325,7.588735,,-6186.7030710315685,1000,BullShit,Mean
P0AEW1,317.716556284,10,216,328.717325,7.588735,,-4087.749830785584,1000,BullShit,Mean
P77437,317.716556284,10,526,328.717325,7.588735,,-2795.763986029244,1000,BullShit,Mean
P77329,317.716556284,10,555,328.717325,7.588735,,-3269.3061350957173,1000,BullShit,Mean
P77423,317.716556284,10,181,328.717325,7.588735,,-5817.596706431389,1000,BullShit,Mean
P77668,317.716556284,10,252,328.717325,7.588735,,-2944.411998066719,1000,BullShit,Mean
P77453,317.716556284,10,137,328.717325,7.588735,,-5783.326890938816,1000,BullShit,Mean
P0AC84,314.17254150359065,10,251,332.410940660398,4.07,,-4434.171199161935,1000,predicted,Exp
P76423,313.14571635,10,262,328.717325,7.588735,,-4531.876673142885,1000,predicted,Mean
P76422,313.86771635,10,266,328.717325,7.588735,,-4199.217860584268,1000,predicted,Mean
P30147,316.03371634999996,10,258,328.717325,7.588735,,-4251.594103222476,1000,predicted,Mean
P0A9M2,313.66472519702,10,178,320.19577409,4.07,321.75,-3142.6994244912876,1000,predicted,Exp
P60595,312.3452127571408,10,196,315.53676079,4.07,316.35,-4542.411788768296,1000,BullShit,Exp
P60664,315.7109262769024,10,258,323.79577512,4.07,326.15,-2046.9685859915658,1000,BullShit,Exp
P0A9H3,317.2811139350081,10,715,340.995733579166,4.07,,-5035.677312055836,1000,predicted,Exp
P24169,313.86771635,10,732,328.717325,7.588735,,-2925.993569300199,1000,predicted,Mean
P0AFR9,317.716556284,10,264,328.717325,7.588735,,-2409.896415604021,1000,BullShit,Mean
P37772,317.716556284,10,331,328.717325,7.588735,,-5041.719776259397,1000,BullShit,Mean
P77156,317.716556284,10,313,328.717325,7.588735,,-4872.102886667755,1000,BullShit,Mean
P76630,317.716556284,10,245,328.717325,7.588735,,-3975.827297995953,1000,BullShit,Mean
P45394,314.1164633455936,10,325,319.88317468,4.07,323.55,-5008.4939088719,1000,BullShit,Exp
P0A7A9,317.47771635000004,10,176,328.717325,7.588735,,-3052.7167260417627,1000,predicted,Mean
P0ADG7,316.7755816154231,10,488,339.177271997925,4.07,,-5158.198877676659,1000,predicted,Exp
P39411,316.09476657484197,10,170,324.737668273562,4.07,,-5817.119750565234,1000,BullShit,Exp
P07821,311.70171634999997,10,265,328.717325,7.588735,,-3829.358681662049,1000,predicted,Mean
P06972,317.716556284,10,660,328.717325,7.588735,,-4170.881079671776,1000,BullShit,Mean
P07822,317.4966550020773,10,296,328.177716436193,4.07,,-2385.306179301324,1000,BullShit,Exp
P13039,317.716556284,10,400,328.717325,7.588735,,-4857.085699489298,1000,BullShit,Mean
P0AAC8,319.90834521295835,10,107,334.09568417,4.07,336.95,-3760.7437554729954,1000,BullShit,Exp
P27838,318.1245698233212,10,106,329.718536079999,4.07,,-4825.41369280177,1000,BullShit,Exp
P0ACD4,313.6964887723312,10,128,318.85261281,4.07,321.05,-4383.7393899328135,1000,BullShit,Exp
P69506,314.6420970929756,10,220,328.905744938761,4.07,,-4857.4787498291425,1000,predicted,Exp
P37595,317.89447735219994,10,321,335.4107099,4.07,337.15,-3677.3348819914463,1000,predicted,Exp
P0AEJ2,311.70171634999997,10,391,328.717325,7.588735,,-3427.3617052148784,1000,predicted,Mean
P38051,313.85994684237414,10,431,326.092254828684,4.07,,-4558.220959481901,1000,predicted,Exp
P08200,314.00307787608,10,416,324.00999236,4.07,326.27,-4606.871953533574,1000,predicted,Exp
P0A9G6,313.64821252243996,10,434,320.13637598,4.07,321.05909091,-4400.874305648934,1000,predicted,Exp
P00956,313.97017763128,10,938,329.08589076,4.07,330.79705882,-3925.9943819041455,1000,predicted,Exp
Q46822,314.57808009215523,10,182,328.675467957393,4.07,,-2344.2294971312103,1000,predicted,Exp
P0A955,320.82708608805615,10,213,353.751029093727,4.07,,-3683.6900116015236,1000,predicted,Exp
P37661,314.1498716756772,10,563,327.135149912508,4.07,,-3463.269480511365,1000,predicted,Exp
P05793,312.55886093877996,10,491,324.00921201,4.07,325.41666667,-3466.524789709663,1000,predicted,Exp
P05847,313.14571635,10,303,328.717325,7.588735,,-2763.1199600179534,1000,predicted,Mean
P0AC35,316.75571635,10,201,328.717325,7.588735,,-5322.412009519314,1000,predicted,Mean
P51981,312.7743351539869,10,321,327.381421417219,4.07,,-3552.8037350129775,1000,predicted,Exp
P32171,315.3117163499999,10,489,328.717325,7.588735,,-5187.638851132512,1000,predicted,Mean
P08202,313.14571635,10,500,328.717325,7.588735,,-4397.540763048486,1000,predicted,Mean
P0AE26,317.716556284,10,328,328.717325,7.588735,,-5782.169314696654,1000,BullShit,Mean
P02924,318.1749089060556,10,329,329.842061508774,4.07,,-3169.058886757376,1000,BullShit,Exp
P0A962,315.99538201562575,10,338,328.579431710884,4.07,,-2392.8891496645606,1000,predicted,Exp
P00805,319.89517933676,10,348,332.21899042,4.07,333.67,-6257.451751508228,1000,predicted,Exp
P77610,317.716556284,10,499,328.717325,7.588735,,-5249.15806061854,1000,BullShit,Mean
P10902,313.86771635,10,540,328.717325,7.588735,,-3501.3347945994233,1000,predicted,Mean
P31572,316.03371634999996,10,405,328.717325,7.588735,,-4285.18087719036,1000,predicted,Mean
P31553,317.716556284,10,504,328.717325,7.588735,,-4738.497610172728,1000,BullShit,Mean
P69922,316.79485519150745,10,591,339.2466014083,4.07,,-5376.635261425193,1000,predicted,Exp
P11551,317.716556284,10,438,328.717325,7.588735,,-3806.1670334208256,1000,BullShit,Mean
P11553,317.47771635000004,10,472,328.717325,7.588735,,-5257.168530425668,1000,predicted,Mean
P0AB87,313.86771635,10,215,328.717325,7.588735,,-4033.9904146236004,1000,predicted,Mean
P39400,317.716556284,10,340,328.717325,7.588735,,-4459.082546113741,1000,BullShit,Mean
Q46851,323.512139720728,10,346,342.93891765,4.07,343.55,-4941.691639561212,1000,BullShit,Exp
P39346,313.86771635,10,343,328.717325,7.588735,,-4561.603875337905,1000,predicted,Mean
P33232,320.5815738652566,10,396,335.747697941835,4.07,,-4175.75331623275,1000,BullShit,Exp
P33231,317.716556284,10,551,328.717325,7.588735,,-6267.256653192641,1000,BullShit,Mean
P32170,312.42371634999995,10,419,328.717325,7.588735,,-3309.3147878868344,1000,predicted,Mean
P27125,317.716556284,10,344,328.717325,7.588735,,-5228.0802045510445,1000,BullShit,Mean
P39305,314.58971635,10,284,328.717325,7.588735,,-3372.4975440360295,1000,predicted,Mean
P08203,317.47771635000004,10,231,328.717325,7.588735,,-4431.558868391687,1000,predicted,Mean
P37680,316.03371634999996,10,231,328.717325,7.588735,,-3873.198254726618,1000,predicted,Mean
P39306,317.47771635000004,10,228,328.717325,7.588735,,-3955.5429789285213,1000,predicted,Mean
P16095,316.2240256602911,10,454,334.596135468673,4.07,,-4008.373384005102,1000,predicted,Exp
P30744,311.5676372271297,10,455,325.637903694711,4.07,,-2827.2475446246162,1000,predicted,Exp
P42630,312.42371634999995,10,454,328.717325,7.588735,,-4389.389092381893,1000,predicted,Mean
P0A821,310.67140087534,10,463,327.60827653,4.07,330.15,-4801.118757027778,1000,predicted,Exp
P39414,317.716556284,10,487,328.717325,7.588735,,-6028.656363400212,1000,BullShit,Mean
P07913,315.1947049419,10,341,323.10217605,4.07,327.75,-4303.4662806110755,1000,experimental,Exp
P04968,312.46570861467035,10,514,328.868376311764,4.07,,-4097.952628038089,1000,predicted,Exp
P0AGF6,313.43571025831096,10,329,324.566223950759,4.07,,-5159.0148259364505,1000,predicted,Exp
P37677,311.70171634999997,10,498,328.717325,7.588735,,-4589.081966155626,1000,predicted,Mean
P25553,315.26244698426,10,479,333.73434167,4.07,334.60454545,-2010.5524951502762,1000,predicted,Exp
P0A9S1,317.3275265128207,10,382,335.9684406936,4.07,,-3726.6100894484,1000,predicted,Exp
P02920,317.716556284,10,417,328.717325,7.588735,,-3973.107751900272,1000,BullShit,Mean
P0AC81,320.86279129799607,10,135,333.102486683439,4.07,,-3757.964644173047,1000,predicted,Exp
P0AD96,321.46026018732647,10,367,337.90387757,4.07,340.3,-4848.460418646535,1000,BullShit,Exp
P07813,316.2368620857,10,860,321.65669815,4.07,323.44333333,-4826.766001414148,1000,predicted,Exp
P04816,319.5979589864512,10,369,333.33403756,4.07,335.28333333,-2273.969108666661,1000,BullShit,Exp
P76445,315.44847197581544,10,237,334.403496315883,4.07,,-2898.3811629732354,1000,predicted,Exp
P0ACV0,311.5672170491193,10,306,333.427759169494,4.07,,-4181.842805904256,1000,experimental,Exp
P24205,311.6757644026221,10,323,333.818217275619,4.07,,-4294.266511389763,1000,experimental,Exp
P0ACV2,318.19971635,10,306,328.717325,7.588735,,-5276.076338787422,1000,predicted,Mean
P37001,318.92171634999994,10,186,328.717325,7.588735,,-3137.4870092996234,1000,predicted,Mean
P0AF16,317.49649497095106,10,511,328.177323741046,4.07,,-3960.8509150407313,1000,BullShit,Exp
P0AAA7,317.716556284,10,416,328.717325,7.588735,,-3039.4713522772854,1000,BullShit,Mean
P10441,311.91782459169553,10,382,326.897570473725,4.07,,-5169.895918156774,1000,predicted,Exp
P32099,312.0012101488675,10,338,324.600396218948,4.07,,-3847.2700664470935,1000,predicted,Exp
P27242,313.66462326046525,10,357,325.389652016062,4.07,,-1140.3944350462093,1000,predicted,Exp
P27129,315.12622043510396,10,338,325.45295120541,4.07,,-5072.539665316646,1000,predicted,Exp
P27128,316.53500657964145,10,339,327.923404962739,4.07,,-5242.868371668175,1000,predicted,Exp
P27127,316.77094682855324,10,359,326.396924883572,4.07,,-3777.9381620622394,1000,BullShit,Exp
P25740,319.6732692774304,10,374,333.51883902,4.07,335.95,-3855.5208676319994,1000,BullShit,Exp
P27126,316.8735861408893,10,311,326.64878813528,4.07,,-1967.887370441876,1000,BullShit,Exp
P27241,316.9439908863448,10,283,326.821552037556,4.07,,-2957.939018886741,1000,BullShit,Exp
P25741,316.85088920934953,10,265,326.593092877281,4.07,,-4810.410260848895,1000,BullShit,Exp
P25742,316.417121423651,10,344,325.528684294393,4.07,,-4773.462452308499,1000,BullShit,Exp
P27240,315.57208141001445,10,232,323.455068242085,4.07,,-1895.7977804297211,1000,BullShit,Exp
P0A9V1,317.4341845309034,10,241,328.024422190085,4.07,,-4497.050975824349,1000,BullShit,Exp
P0ADC6,317.77472301529235,10,360,328.860058439567,4.07,,-4571.324643510549,1000,BullShit,Exp
P0ADV1,313.6380091673824,10,185,318.70911162,4.07,326.95,-3878.262552241893,1000,BullShit,Exp
P0ADV9,318.0386063260085,10,191,329.507593065392,4.07,,-3918.990949495136,1000,BullShit,Exp
P0AF98,317.5392475553972,10,366,328.282232909789,4.07,,-4016.332019270329,1000,BullShit,Exp
P24173,318.0860652784156,10,319,329.624051036552,4.07,,-5006.028824916281,1000,BullShit,Exp
P60716,312.97067608238524,10,321,325.490561447429,4.07,,-5531.140019312436,1000,predicted,Exp
P10384,317.716556284,10,446,328.717325,7.588735,,-4110.317933330383,1000,BullShit,Mean
P69451,312.1152127121576,10,561,325.010477381862,4.07,,-4509.2512275413455,1000,predicted,Exp
P63183,317.716556284,10,622,328.717325,7.588735,,-3910.9868875228085,1000,BullShit,Mean
P23173,317.716556284,10,415,328.717325,7.588735,,-2968.031978621171,1000,BullShit,Mean
P75823,327.68566970687993,10,333,342.06248096,4.07,344.15,-4828.860331628615,1000,experimental,Exp
P0AC96,317.716556284,10,446,328.717325,7.588735,,-3887.6627519455396,1000,BullShit,Mean
P0AFJ7,323.67973449463034,10,499,343.350172984468,4.07,,-5047.570058263308,1000,BullShit,Exp
P43676,317.716556284,10,499,328.717325,7.588735,,-3977.2595959760342,1000,BullShit,Mean
P0A8N3,312.52335963385997,10,505,318.68726487,4.07,319.79444444,-3801.747114945142,1000,predicted,Exp
P0A8N5,312.7094876339,10,505,319.35679005,4.07,321.21666667,-3677.585699681152,1000,predicted,Exp
P08660,312.56880812414903,10,449,326.642115554493,4.07,,-5728.494671643786,1000,predicted,Exp
P25737,318.9481033106408,10,489,331.739377970752,4.07,,-4727.255036557097,1000,BullShit,Exp
P09551,316.80908211672636,10,260,326.49050382,4.07,329.15,-5234.803854231561,1000,BullShit,Exp
P07000,312.4082172736415,10,340,326.06445062461,4.07,,-3920.0718468736027,1000,predicted,Exp
P39196,317.716556284,10,397,328.717325,7.588735,,-3387.740376317403,1000,BullShit,Mean
P0ABI4,318.1092700709035,10,316,329.680992517922,4.07,,-4372.112577457296,1000,BullShit,Exp
P0ABB8,312.11558631125996,10,898,332.80318817,4.07,334.15,-2477.439302441133,1000,predicted,Exp
P69776,314.45256274743514,10,78,320.70791801,4.07,342.75,-4883.338598498651,1000,BullShit,Exp
P61889,315.15059004644,10,312,328.13773398,4.07,329.65,-4563.21623984519,1000,predicted,Exp
P08997,313.59070902683993,10,533,327.72089578,4.07,329.41666667,-4469.416786581343,1000,predicted,Exp
P37330,317.03580018834,10,723,340.11331003,4.07,341.95,-4831.0039993068185,1000,predicted,Exp
P33940,313.14571635,10,548,328.717325,7.588735,,-4698.549236950877,1000,predicted,Mean
P0AAI9,317.18658632044003,10,309,330.26721698,4.07,332.21666667,-4177.433281420112,1000,predicted,Exp
P12999,316.75571635,10,251,328.717325,7.588735,,-3816.6312382804763,1000,predicted,Mean
P21517,317.47771635000004,10,604,328.717325,7.588735,,-3113.0267788973406,1000,predicted,Mean
P00490,311.73446295869996,10,797,321.04375165,4.07,321.15,-2818.6040406812112,1000,predicted,Exp
P02943,317.716556284,10,446,328.717325,7.588735,,-5910.821861500927,1000,BullShit,Mean
P77791,315.3117163499999,10,183,328.717325,7.588735,,-3678.9425428185414,1000,predicted,Mean
P68187,314.6106250871735,10,371,331.389658586955,4.07,,-3939.373317248111,1000,predicted,Exp
P02916,319.0787493630436,10,514,334.476436557711,4.07,,-2216.5540950898985,1000,predicted,Exp
P68183,317.716556284,10,296,328.717325,7.588735,,-6806.201499920384,1000,BullShit,Mean
P0AEX9,317.22283029402,10,396,335.59183559,4.07,337.80714286,-3782.6080897674888,1000,predicted,Exp
P09424,311.68525102279995,10,382,323.4638526,4.07,325.55,-3963.645458230848,1000,predicted,Exp
P24215,315.87711844768916,10,394,330.751145495285,4.07,,-5369.222624978153,1000,experimental,Exp
P24174,314.58971635,10,478,328.717325,7.588735,,-3266.2504181983268,1000,predicted,Mean
P00946,312.06853753528003,10,391,322.24545876,4.07,322.75,-4280.042985163276,1000,predicted,Exp
P54746,313.86771635,10,877,328.717325,7.588735,,-4569.010452523263,1000,predicted,Mean
P38135,317.716556284,10,566,328.717325,7.588735,,-2742.0283235607003,1000,BullShit,Mean
P02921,317.716556284,10,473,328.717325,7.588735,,-4828.699044416876,1000,BullShit,Mean
P0A935,316.20431300629997,10,365,325.006480678985,4.07,,-4700.150250869523,1000,BullShit,Exp
P0AGC5,317.716556284,10,518,328.717325,7.588735,,-3979.0854523713924,1000,BullShit,Mean
P0C066,316.65006770970047,10,359,326.100303567188,4.07,,-3021.157406756331,1000,BullShit,Exp
P41052,316.7851545393325,10,361,326.431788720388,4.07,,-2217.854800047868,1000,BullShit,Exp
P30750,314.0155654891696,10,343,319.63558473,4.07,320.75,-891.5609182519756,1000,BullShit,Exp
P13009,311.50272470856,10,1227,317.61303852,4.07,318.15,-3974.619201828883,1000,predicted,Exp
P00959,309.93321497826,10,677,317.16156467,4.07,320.68333333,-4922.62458808723,1000,predicted,Exp
P23882,309.6529399696199,10,315,321.34762579,4.07,322.55,-5813.072176534892,1000,predicted,Exp
P0A731,312.82393615296394,10,152,330.156964579007,4.07,,-2345.536942771953,1000,predicted,Exp
P52045,312.42371634999995,10,261,328.717325,7.588735,,-3072.5300907570236,1000,predicted,Mean
P27253,313.86771635,10,714,328.717325,7.588735,,-4636.133846320371,1000,predicted,Mean
P37329,321.63741268490077,10,257,338.33858629,4.07,340.35,-4256.884993606345,1000,BullShit,Exp
Q46810,314.58971635,10,192,328.717325,7.588735,,-5755.086652667809,1000,predicted,Mean
P32173,313.86771635,10,194,328.717325,7.588735,,-3840.3523250829903,1000,predicted,Mean
P09833,311.70171634999997,10,352,328.717325,7.588735,,-3545.1905871517915,1000,predicted,Mean
P0AF01,317.716556284,10,229,328.717325,7.588735,,-2497.0500650910053,1000,BullShit,Mean
P0AF03,316.8528342124851,10,195,344.649403642033,4.07,,-4820.197999244833,1000,predicted,Exp
P12281,309.8820215544599,10,411,324.76878257,4.07,327.08333333,-4954.96473708357,1000,predicted,Exp
P30749,318.6736905463622,10,150,330.422268152382,4.07,,-2997.114701908061,1000,predicted,Exp
P30748,316.03371634999996,10,81,328.717325,7.588735,,-3523.505707020717,1000,predicted,Mean
P32125,317.716556284,10,175,328.717325,7.588735,,-5439.977019468745,1000,BullShit,Mean
P12282,304.48434899117694,10,249,328.726794932291,4.07,,-3873.7774421606996,1000,experimental,Exp
P36649,320.20598242687294,10,516,334.826046394957,4.07,,-3795.8165822230803,1000,BullShit,Exp
P0AE06,313.7079458588896,10,397,318.88072698,4.07,319.75,-4463.31647006397,1000,BullShit,Exp
P31224,319.8300380346106,10,1049,333.9035287461,4.07,,-3812.929874066958,1000,BullShit,Exp
P24180,317.716556284,10,385,328.717325,7.588735,,-5332.336203945391,1000,BullShit,Mean
P24181,317.716556284,10,1034,328.717325,7.588735,,-5091.541435429253,1000,BullShit,Mean
P0AEY8,317.716556284,10,410,328.717325,7.588735,,-4587.018364209569,1000,BullShit,Mean
