protein_id,Topt,Topt_std,Length,Tm,Tm_std,T90,dCpt,dCpt_std,topt_source,TmTag
Mycgr3G66750,297.0506576802057,10.0,439,310.542,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G66756,297.24615768020567,10.0,612,310.933,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G66888,301.2971672221904,10.0,415,319.0350190839695,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G66908,297.2281576802057,10.0,318,310.897,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G66977,296.6181576802057,10.0,249,309.67699999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G67122,297.1201576802057,10.0,385,310.681,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G67205,296.7171576802057,10.0,208,309.875,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G67239,296.4786576802057,10.0,452,309.39799999999997,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G67317,296.1572576802057,10.0,582,308.75519999999995,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G67807,296.1962076802057,10.0,687,308.8331,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G67878,297.1186576802057,10.0,507,310.678,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G67892,297.97215768020567,10.0,504,312.385,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G68091,296.1625576802057,10.0,465,308.76579999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G68116,296.3961576802057,10.0,613,309.23299999999995,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G68164,296.0829576802057,10.0,609,308.60659999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G68180,296.1938576802057,10.0,359,308.8284,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G68243,296.9291576802057,10.0,642,310.299,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G68326,295.9594576802057,10.0,389,308.3596,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G68361,296.1317576802057,10.0,356,308.70419999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G68415,306.57258961737847,10.0,580,329.58586387434553,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G68510,296.2399076802057,10.0,416,308.92049999999995,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G68512,296.9791576802057,10.0,345,310.399,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G68535,296.5796576802057,10.0,806,309.59999999999997,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G68560,295.9806076802057,10.0,701,308.40189999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G68561,297.39515768020567,10.0,459,311.231,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G68570,297.37365768020567,10.0,464,311.188,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G68823,296.7636576802057,10.0,435,309.96799999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G68826,296.7296576802057,10.0,541,309.9,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G68931,297.2971576802057,10.0,319,311.03499999999997,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G69002,298.88732813475116,10.0,507,314.21534090909086,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G69014,296.0827076802057,10.0,520,308.60609999999997,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G69093,298.3141576802057,10.0,396,313.06899999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G69117,296.7181576802057,10.0,534,309.87699999999995,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G69132,295.9897076802057,10.0,1035,308.4201,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G69244,295.9093076802057,10.0,2096,308.2593,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G69281,296.65015768020567,10.0,618,309.741,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G69324,296.4261576802057,10.0,464,309.293,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G69330,296.34445768020566,10.0,1007,309.1296,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G69333,296.1469576802057,10.0,1060,308.7346,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G69357,297.9166576802057,10.0,374,312.274,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G69399,296.58265768020567,10.0,324,309.606,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G69430,297.7031576802057,10.0,231,311.847,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G69451,296.1949576802057,10.0,311,308.8306,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G69467,298.2466576802057,10.0,488,312.93399999999997,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G69507,297.3646576802057,10.0,314,311.16999999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G69657,297.5656576802057,10.0,588,311.572,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G69702,305.3630610415502,10.0,306,327.16680672268905,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G69768,297.5916576802057,10.0,597,311.62399999999997,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G69847,297.9086576802057,10.0,582,312.258,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G69865,296.1703576802057,10.0,515,308.78139999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G69875,296.4831576802057,10.0,509,309.407,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G69890,296.6511576802057,10.0,504,309.743,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G69914,296.2656576802057,10.0,576,308.972,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G69942,297.5861576802057,10.0,313,311.613,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G70015,298.3396576802057,10.0,523,313.12,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G70073,296.7681576802057,10.0,253,309.977,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G70113,296.5426576802057,10.0,382,309.52599999999995,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G70199,295.9698076802057,10.0,2269,308.3803,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G70208,296.6201576802057,10.0,399,309.681,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G70215,296.8706576802057,10.0,422,310.18199999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G70216,297.7036576802057,10.0,308,311.84799999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G70243,297.9156576802057,10.0,798,312.272,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G70246,296.8941576802057,10.0,213,310.229,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G70260,296.0814576802057,10.0,922,308.6036,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G70525,296.3706576802057,10.0,717,309.18199999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G70608,295.9656576802057,10.0,887,308.37199999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G70646,296.5121576802057,10.0,548,309.465,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G70677,296.9211576802057,10.0,545,310.28299999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G70685,296.3801576802057,10.0,575,309.20099999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G70729,297.1756576802057,10.0,786,310.792,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G70871,299.703663409899,10.0,340,315.84801145938656,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G70943,296.1033576802057,10.0,310,308.64739999999995,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G70987,296.5246576802057,10.0,633,309.49,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G70993,297.9266576802057,10.0,693,312.294,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G70997,296.9881576802057,10.0,353,310.417,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G71048,296.6946576802057,10.0,315,309.83,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G71123,296.5856576802057,10.0,321,309.61199999999997,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G71143,297.5296576802057,10.0,548,311.5,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G71192,296.37365768020567,10.0,335,309.188,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G71222,297.6551576802057,10.0,429,311.751,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G71344,297.2331576802057,10.0,321,310.907,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G71416,297.5136576802057,10.0,384,311.46799999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G71423,296.9396576802057,10.0,859,310.32,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G71484,296.7206576802057,10.0,563,309.88199999999995,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G71535,297.5076576802057,10.0,221,311.45599999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G71564,296.6786576802057,10.0,648,309.798,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G71621,296.5556576802057,10.0,252,309.55199999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G71733,296.5786576802057,10.0,510,309.59799999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G71742,295.9940576802057,10.0,457,308.42879999999997,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G71795,296.2561576802057,10.0,547,308.953,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G71826,296.6656576802057,10.0,1543,309.772,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G71908,296.0338076802057,10.0,525,308.50829999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G71911,296.1647076802057,10.0,420,308.77009999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G71994,297.0511576802057,10.0,422,310.543,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G72020,296.5026576802057,10.0,388,309.44599999999997,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G72043,297.0556576802057,10.0,331,310.55199999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G72064,306.2132447401486,10.0,291,328.8671741198858,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G72261,296.9226576802057,10.0,632,310.286,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G72281,296.6811576802057,10.0,379,309.803,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G72359,296.9101576802057,10.0,254,310.26099999999997,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G72420,298.2686576802057,10.0,470,312.97799999999995,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G72489,297.2546576802057,10.0,908,310.95,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G72509,297.6721576802057,10.0,230,311.78499999999997,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G72515,296.45765768020567,10.0,524,309.356,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G72564,296.6221576802057,10.0,239,309.68499999999995,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G72623,296.8341576802057,10.0,456,310.109,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G72630,296.9091576802057,10.0,486,310.25899999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G72682,296.3656576802057,10.0,512,309.17199999999997,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G72878,296.1849076802057,10.0,338,308.8105,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G72901,297.4501576802057,10.0,524,311.341,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G72903,296.7566576802057,10.0,346,309.95399999999995,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G72918,297.89515768020567,10.0,342,312.231,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G72947,296.3871576802057,10.0,490,309.215,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G72966,296.40715768020567,10.0,358,309.255,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G72994,296.7866576802057,10.0,427,310.01399999999995,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G73048,297.2491576802057,10.0,190,310.93899999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G73061,296.0664076802057,10.0,549,308.57349999999997,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G73114,295.98530768020566,10.0,1371,308.4113,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G73144,297.7146576802057,10.0,530,311.87,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G73150,296.0495076802057,10.0,1075,308.5397,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G73173,298.14515768020567,10.0,891,312.731,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G73277,296.3010576802057,10.0,570,309.0428,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G73357,296.0250076802057,10.0,799,308.49069999999995,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G73364,296.2248076802057,10.0,515,308.89029999999997,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G73426,296.9776576802057,10.0,453,310.39599999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G73528,295.9940076802057,10.0,667,308.4287,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G73616,296.4791576802057,10.0,1192,309.399,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G73621,296.1220076802057,10.0,367,308.68469999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G73624,296.2286576802057,10.0,219,308.89799999999997,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G73683,296.1079076802057,10.0,384,308.6565,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G73778,296.7156576802057,10.0,215,309.87199999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G73812,295.9858076802057,10.0,320,308.41229999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G73816,296.5621576802057,10.0,457,309.565,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G73860,296.1906576802057,10.0,317,308.822,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G73955,296.5331576802057,10.0,389,309.50699999999995,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G74043,297.6756576802057,10.0,477,311.792,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G74146,296.8546576802057,10.0,297,310.15,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G74170,296.4011576802057,10.0,706,309.243,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G74191,296.8671576802057,10.0,564,310.17499999999995,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G74214,296.1181076802057,10.0,1183,308.6769,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G74222,296.1455076802057,10.0,1549,308.7317,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G74261,296.8791576802057,10.0,542,310.19899999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G74344,296.4641576802057,10.0,561,309.36899999999997,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G74362,296.1105576802057,10.0,343,308.66179999999997,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G74458,296.0370576802057,10.0,794,308.5148,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G74463,296.5361576802057,10.0,414,309.513,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G74468,296.30390768020567,10.0,432,309.0485,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G74485,297.8021576802057,10.0,326,312.04499999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G74506,296.7556576802057,10.0,375,309.952,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G74536,296.8361576802057,10.0,512,310.113,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G74581,304.2423265991246,10.0,187,324.9253378378378,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G74592,297.3141576802057,10.0,566,311.06899999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G74623,296.1548076802057,10.0,983,308.7503,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G74645,296.2338576802057,10.0,423,308.9084,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G74660,296.6281576802057,10.0,722,309.697,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G74730,296.9861576802057,10.0,348,310.41299999999995,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G74783,296.2942576802057,10.0,355,309.02919999999995,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G74826,299.0075937012399,10.0,669,314.45587204206834,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G74842,296.5471576802057,10.0,216,309.53499999999997,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G74864,297.02515768020567,10.0,712,310.491,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G74910,297.7541576802057,10.0,403,311.94899999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G74955,296.8561576802057,10.0,374,310.15299999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G74994,295.92640768020567,10.0,1545,308.2935,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G74996,296.0074576802057,10.0,1694,308.4556,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G75050,297.2266576802057,10.0,548,310.894,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G75118,297.0186576802057,10.0,481,310.47799999999995,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G75203,296.5091576802057,10.0,661,309.45899999999995,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G75274,296.7916576802057,10.0,473,310.024,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G75289,296.2920576802057,10.0,478,309.02479999999997,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G75360,296.8881576802057,10.0,1542,310.217,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G75392,296.7641576802057,10.0,333,309.969,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G75418,297.52265768020567,10.0,358,311.486,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G75475,296.5866576802057,10.0,424,309.614,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G75509,296.5786576802057,10.0,545,309.59799999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G75665,296.1466076802057,10.0,978,308.73389999999995,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G75755,307.3575803420762,10.0,267,331.155845323741,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G75758,296.3841576802057,10.0,560,309.20899999999995,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G75805,296.1449076802057,10.0,693,308.7305,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G75847,296.5861576802057,10.0,464,309.613,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G75991,297.10915768020567,10.0,742,310.659,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G76083,296.4856576802057,10.0,502,309.412,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G76171,295.9502576802057,10.0,1329,308.34119999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G76200,297.2876576802057,10.0,495,311.01599999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G76205,296.0480576802057,10.0,629,308.53679999999997,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G76370,303.3738728905617,10.0,526,323.18843042071194,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G76425,296.96265768020567,10.0,584,310.366,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G76530,297.2656576802057,10.0,417,310.972,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G76553,297.0066576802057,10.0,492,310.45399999999995,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G76564,296.0559076802057,10.0,252,308.5525,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G76723,297.85665768020567,10.0,537,312.154,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G77079,297.4651576802057,10.0,307,311.371,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G77157,296.1605076802057,10.0,391,308.76169999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G77226,297.1196576802057,10.0,652,310.67999999999995,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G77269,296.7001576802057,10.0,598,309.841,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G77337,296.78965768020566,10.0,516,310.02,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G77366,296.8501576802057,10.0,363,310.14099999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G77377,296.1739576802057,10.0,728,308.7886,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G77395,296.4811576802057,10.0,457,309.40299999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G77528,297.4746576802057,10.0,414,311.39,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G77532,297.5961576802057,10.0,392,311.633,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G77545,297.9631576802057,10.0,539,312.36699999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G77604,297.3841576802057,10.0,231,311.20899999999995,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G77629,296.9846576802057,10.0,153,310.40999999999997,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G77701,298.1661576802057,10.0,355,312.77299999999997,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G80591,297.0341576802057,10.0,459,310.50899999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G80754,302.5716008677371,10.0,101,321.58388637506283,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G82116,299.12832272874937,10.0,106,314.69733009708733,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G82700,296.6876576802057,10.0,479,309.816,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G83726,296.4026576802057,10.0,560,309.246,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G83867,296.3195576802057,10.0,334,309.0798,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G83894,297.0231576802057,10.0,302,310.48699999999997,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G84059,297.8546576802057,10.0,360,312.15,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G84117,297.2831576802057,10.0,410,311.00699999999995,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G84158,297.0836576802057,10.0,390,310.60799999999995,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
