transcript_id,gene_id
Mycgr3T66426,Mycgr3G66426
Mycgr3T66454,Mycgr3G66454
Mycgr3T66460,Mycgr3G66460
Mycgr3T66463,Mycgr3G66463
Mycgr3T66469,Mycgr3G66469
Mycgr3T66489,Mycgr3G66489
Mycgr3T66501,Mycgr3G66501
Mycgr3T66507,Mycgr3G66507
Mycgr3T66524,Mycgr3G66524
Mycgr3T66529,Mycgr3G66529
Mycgr3T66536,Mycgr3G66536
Mycgr3T66540,Mycgr3G66540
Mycgr3T66546,Mycgr3G66546
Mycgr3T66559,Mycgr3G66559
Mycgr3T66563,Mycgr3G66563
Mycgr3T66569,Mycgr3G66569
Mycgr3T66573,Mycgr3G66573
Mycgr3T66582,Mycgr3G66582
Mycgr3T66594,Mycgr3G66594
Mycgr3T66596,Mycgr3G66596
Mycgr3T66624,Mycgr3G66624
Mycgr3T66635,Mycgr3G66635
Mycgr3T66652,Mycgr3G66652
Mycgr3T66656,Mycgr3G66656
Mycgr3T66658,Mycgr3G66658
Mycgr3T66663,Mycgr3G66663
Mycgr3T66670,Mycgr3G66670
Mycgr3T66671,Mycgr3G66671
Mycgr3T66675,Mycgr3G66675
Mycgr3T66678,Mycgr3G66678
Mycgr3T66684,Mycgr3G66684
Mycgr3T66686,Mycgr3G66686
Mycgr3T66700,Mycgr3G66700
Mycgr3T66711,Mycgr3G66711
Mycgr3T66728,Mycgr3G66728
Mycgr3T66729,Mycgr3G66729
Mycgr3T66739,Mycgr3G66739
Mycgr3T66746,Mycgr3G66746
Mycgr3T66749,Mycgr3G66749
Mycgr3T66750,Mycgr3G66750
Mycgr3T66753,Mycgr3G66753
Mycgr3T66756,Mycgr3G66756
Mycgr3T66768,Mycgr3G66768
Mycgr3T66773,Mycgr3G66773
Mycgr3T66784,Mycgr3G66784
Mycgr3T66788,Mycgr3G66788
Mycgr3T66791,Mycgr3G66791
Mycgr3T66795,Mycgr3G66795
Mycgr3T66798,Mycgr3G66798
Mycgr3T66801,Mycgr3G66801
Mycgr3T66803,Mycgr3G66803
Mycgr3T66809,Mycgr3G66809
Mycgr3T66823,Mycgr3G66823
Mycgr3T66828,Mycgr3G66828
Mycgr3T66829,Mycgr3G66829
Mycgr3T66834,Mycgr3G66834
Mycgr3T66842,Mycgr3G66842
Mycgr3T66866,Mycgr3G66866
Mycgr3T66868,Mycgr3G66868
Mycgr3T66874,Mycgr3G66874
Mycgr3T66881,Mycgr3G66881
Mycgr3T66885,Mycgr3G66885
Mycgr3T66888,Mycgr3G66888
Mycgr3T66894,Mycgr3G66894
Mycgr3T66896,Mycgr3G66896
Mycgr3T66898,Mycgr3G66898
Mycgr3T66908,Mycgr3G66908
Mycgr3T66912,Mycgr3G66912
Mycgr3T66917,Mycgr3G66917
Mycgr3T66919,Mycgr3G66919
Mycgr3T66934,Mycgr3G66934
Mycgr3T66947,Mycgr3G66947
Mycgr3T66956,Mycgr3G66956
Mycgr3T66970,Mycgr3G66970
Mycgr3T66977,Mycgr3G66977
Mycgr3T66981,Mycgr3G66981
Mycgr3T66984,Mycgr3G66984
Mycgr3T66999,Mycgr3G66999
Mycgr3T67005,Mycgr3G67005
Mycgr3T67008,Mycgr3G67008
Mycgr3T67015,Mycgr3G67015
Mycgr3T67035,Mycgr3G67035
Mycgr3T67037,Mycgr3G67037
Mycgr3T67041,Mycgr3G67041
Mycgr3T67048,Mycgr3G67048
Mycgr3T67054,Mycgr3G67054
Mycgr3T67060,Mycgr3G67060
Mycgr3T67069,Mycgr3G67069
Mycgr3T67073,Mycgr3G67073
Mycgr3T67076,Mycgr3G67076
Mycgr3T67079,Mycgr3G67079
Mycgr3T67089,Mycgr3G67089
Mycgr3T67094,Mycgr3G67094
Mycgr3T67096,Mycgr3G67096
Mycgr3T67099,Mycgr3G67099
Mycgr3T67102,Mycgr3G67102
Mycgr3T67108,Mycgr3G67108
Mycgr3T67112,Mycgr3G67112
Mycgr3T67117,Mycgr3G67117
Mycgr3T67122,Mycgr3G67122
Mycgr3T67131,Mycgr3G67131
Mycgr3T67138,Mycgr3G67138
Mycgr3T67144,Mycgr3G67144
Mycgr3T67149,Mycgr3G67149
Mycgr3T67183,Mycgr3G67183
Mycgr3T67202,Mycgr3G67202
Mycgr3T67205,Mycgr3G67205
Mycgr3T67212,Mycgr3G67212
Mycgr3T67218,Mycgr3G67218
Mycgr3T67228,Mycgr3G67228
Mycgr3T67233,Mycgr3G67233
Mycgr3T67239,Mycgr3G67239
Mycgr3T67250,Mycgr3G67250
Mycgr3T67267,Mycgr3G67267
Mycgr3T67286,Mycgr3G67286
Mycgr3T67314,Mycgr3G67314
Mycgr3T67317,Mycgr3G67317
Mycgr3T67324,Mycgr3G67324
Mycgr3T67327,Mycgr3G67327
Mycgr3T67329,Mycgr3G67329
Mycgr3T67335,Mycgr3G67335
Mycgr3T67338,Mycgr3G67338
Mycgr3T67342,Mycgr3G67342
Mycgr3T67344,Mycgr3G67344
Mycgr3T67350,Mycgr3G67350
Mycgr3T67374,Mycgr3G67374
Mycgr3T67376,Mycgr3G67376
Mycgr3T67377,Mycgr3G67377
Mycgr3T67381,Mycgr3G67381
Mycgr3T67389,Mycgr3G67389
Mycgr3T67398,Mycgr3G67398
Mycgr3T67403,Mycgr3G67403
Mycgr3T67412,Mycgr3G67412
Mycgr3T67423,Mycgr3G67423
Mycgr3T67427,Mycgr3G67427
Mycgr3T67431,Mycgr3G67431
Mycgr3T67442,Mycgr3G67442
Mycgr3T67443,Mycgr3G67443
Mycgr3T67446,Mycgr3G67446
Mycgr3T67455,Mycgr3G67455
Mycgr3T67458,Mycgr3G67458
Mycgr3T67467,Mycgr3G67467
Mycgr3T67469,Mycgr3G67469
Mycgr3T67477,Mycgr3G67477
Mycgr3T67482,Mycgr3G67482
Mycgr3T67486,Mycgr3G67486
Mycgr3T67501,Mycgr3G67501
Mycgr3T67504,Mycgr3G67504
Mycgr3T67509,Mycgr3G67509
Mycgr3T67515,Mycgr3G67515
Mycgr3T67531,Mycgr3G67531
Mycgr3T67546,Mycgr3G67546
Mycgr3T67551,Mycgr3G67551
Mycgr3T67552,Mycgr3G67552
Mycgr3T67558,Mycgr3G67558
Mycgr3T67567,Mycgr3G67567
Mycgr3T67576,Mycgr3G67576
Mycgr3T67581,Mycgr3G67581
Mycgr3T67588,Mycgr3G67588
Mycgr3T67605,Mycgr3G67605
Mycgr3T67618,Mycgr3G67618
Mycgr3T67622,Mycgr3G67622
Mycgr3T67635,Mycgr3G67635
Mycgr3T67639,Mycgr3G67639
Mycgr3T67645,Mycgr3G67645
Mycgr3T67654,Mycgr3G67654
Mycgr3T67658,Mycgr3G67658
Mycgr3T67666,Mycgr3G67666
Mycgr3T67669,Mycgr3G67669
Mycgr3T67679,Mycgr3G67679
Mycgr3T67680,Mycgr3G67680
Mycgr3T67686,Mycgr3G67686
Mycgr3T67691,Mycgr3G67691
Mycgr3T67700,Mycgr3G67700
Mycgr3T67705,Mycgr3G67705
Mycgr3T67708,Mycgr3G67708
Mycgr3T67718,Mycgr3G67718
Mycgr3T67720,Mycgr3G67720
Mycgr3T67750,Mycgr3G67750
Mycgr3T67759,Mycgr3G67759
Mycgr3T67763,Mycgr3G67763
Mycgr3T67764,Mycgr3G67764
Mycgr3T67775,Mycgr3G67775
Mycgr3T67785,Mycgr3G67785
Mycgr3T67791,Mycgr3G67791
Mycgr3T67795,Mycgr3G67795
Mycgr3T67799,Mycgr3G67799
Mycgr3T67800,Mycgr3G67800
Mycgr3T67803,Mycgr3G67803
Mycgr3T67804,Mycgr3G67804
Mycgr3T67807,Mycgr3G67807
Mycgr3T67812,Mycgr3G67812
Mycgr3T67821,Mycgr3G67821
Mycgr3T67825,Mycgr3G67825
Mycgr3T67842,Mycgr3G67842
Mycgr3T67844,Mycgr3G67844
Mycgr3T67847,Mycgr3G67847
Mycgr3T67851,Mycgr3G67851
Mycgr3T67859,Mycgr3G67859
Mycgr3T67865,Mycgr3G67865
Mycgr3T67867,Mycgr3G67867
Mycgr3T67873,Mycgr3G67873
Mycgr3T67878,Mycgr3G67878
Mycgr3T67881,Mycgr3G67881
Mycgr3T67888,Mycgr3G67888
Mycgr3T67892,Mycgr3G67892
Mycgr3T67898,Mycgr3G67898
Mycgr3T67907,Mycgr3G67907
Mycgr3T67909,Mycgr3G67909
Mycgr3T67912,Mycgr3G67912
Mycgr3T67916,Mycgr3G67916
Mycgr3T67921,Mycgr3G67921
Mycgr3T67922,Mycgr3G67922
Mycgr3T67924,Mycgr3G67924
Mycgr3T67933,Mycgr3G67933
Mycgr3T67942,Mycgr3G67942
Mycgr3T67943,Mycgr3G67943
Mycgr3T67944,Mycgr3G67944
Mycgr3T67951,Mycgr3G67951
Mycgr3T67965,Mycgr3G67965
Mycgr3T67969,Mycgr3G67969
Mycgr3T67977,Mycgr3G67977
Mycgr3T67987,Mycgr3G67987
Mycgr3T67998,Mycgr3G67998
Mycgr3T68009,Mycgr3G68009
Mycgr3T68012,Mycgr3G68012
Mycgr3T68017,Mycgr3G68017
Mycgr3T68020,Mycgr3G68020
Mycgr3T68026,Mycgr3G68026
Mycgr3T68030,Mycgr3G68030
Mycgr3T68036,Mycgr3G68036
Mycgr3T68053,Mycgr3G68053
Mycgr3T68054,Mycgr3G68054
Mycgr3T68059,Mycgr3G68059
Mycgr3T68064,Mycgr3G68064
Mycgr3T68068,Mycgr3G68068
Mycgr3T68073,Mycgr3G68073
Mycgr3T68078,Mycgr3G68078
Mycgr3T68089,Mycgr3G68089
Mycgr3T68091,Mycgr3G68091
Mycgr3T68104,Mycgr3G68104
Mycgr3T68107,Mycgr3G68107
Mycgr3T68113,Mycgr3G68113
Mycgr3T68116,Mycgr3G68116
Mycgr3T68128,Mycgr3G68128
Mycgr3T68129,Mycgr3G68129
Mycgr3T68137,Mycgr3G68137
Mycgr3T68144,Mycgr3G68144
Mycgr3T68153,Mycgr3G68153
Mycgr3T68159,Mycgr3G68159
Mycgr3T68164,Mycgr3G68164
Mycgr3T68166,Mycgr3G68166
Mycgr3T68169,Mycgr3G68169
Mycgr3T68176,Mycgr3G68176
Mycgr3T68179,Mycgr3G68179
Mycgr3T68180,Mycgr3G68180
Mycgr3T68201,Mycgr3G68201
Mycgr3T68213,Mycgr3G68213
Mycgr3T68217,Mycgr3G68217
Mycgr3T68224,Mycgr3G68224
Mycgr3T68232,Mycgr3G68232
Mycgr3T68234,Mycgr3G68234
Mycgr3T68239,Mycgr3G68239
Mycgr3T68240,Mycgr3G68240
Mycgr3T68243,Mycgr3G68243
Mycgr3T68247,Mycgr3G68247
Mycgr3T68253,Mycgr3G68253
Mycgr3T68263,Mycgr3G68263
Mycgr3T68275,Mycgr3G68275
Mycgr3T68282,Mycgr3G68282
Mycgr3T68285,Mycgr3G68285
Mycgr3T68287,Mycgr3G68287
Mycgr3T68294,Mycgr3G68294
Mycgr3T68298,Mycgr3G68298
Mycgr3T68302,Mycgr3G68302
Mycgr3T68312,Mycgr3G68312
Mycgr3T68318,Mycgr3G68318
Mycgr3T68319,Mycgr3G68319
Mycgr3T68326,Mycgr3G68326
Mycgr3T68338,Mycgr3G68338
Mycgr3T68344,Mycgr3G68344
Mycgr3T68348,Mycgr3G68348
Mycgr3T68349,Mycgr3G68349
Mycgr3T68352,Mycgr3G68352
Mycgr3T68358,Mycgr3G68358
Mycgr3T68361,Mycgr3G68361
Mycgr3T68371,Mycgr3G68371
Mycgr3T68377,Mycgr3G68377
Mycgr3T68390,Mycgr3G68390
Mycgr3T68403,Mycgr3G68403
Mycgr3T68415,Mycgr3G68415
Mycgr3T68418,Mycgr3G68418
Mycgr3T68421,Mycgr3G68421
Mycgr3T68429,Mycgr3G68429
Mycgr3T68433,Mycgr3G68433
Mycgr3T68456,Mycgr3G68456
Mycgr3T68458,Mycgr3G68458
Mycgr3T68477,Mycgr3G68477
Mycgr3T68480,Mycgr3G68480
Mycgr3T68483,Mycgr3G68483
Mycgr3T68497,Mycgr3G68497
Mycgr3T68502,Mycgr3G68502
Mycgr3T68510,Mycgr3G68510
Mycgr3T68512,Mycgr3G68512
Mycgr3T68519,Mycgr3G68519
Mycgr3T68526,Mycgr3G68526
Mycgr3T68530,Mycgr3G68530
Mycgr3T68535,Mycgr3G68535
Mycgr3T68553,Mycgr3G68553
Mycgr3T68555,Mycgr3G68555
Mycgr3T68560,Mycgr3G68560
Mycgr3T68561,Mycgr3G68561
Mycgr3T68568,Mycgr3G68568
Mycgr3T68570,Mycgr3G68570
Mycgr3T68581,Mycgr3G68581
Mycgr3T68586,Mycgr3G68586
Mycgr3T68633,Mycgr3G68633
Mycgr3T68638,Mycgr3G68638
Mycgr3T68643,Mycgr3G68643
Mycgr3T68653,Mycgr3G68653
Mycgr3T68660,Mycgr3G68660
Mycgr3T68667,Mycgr3G68667
Mycgr3T68686,Mycgr3G68686
Mycgr3T68689,Mycgr3G68689
Mycgr3T68702,Mycgr3G68702
Mycgr3T68707,Mycgr3G68707
Mycgr3T68710,Mycgr3G68710
Mycgr3T68720,Mycgr3G68720
Mycgr3T68731,Mycgr3G68731
Mycgr3T68734,Mycgr3G68734
Mycgr3T68741,Mycgr3G68741
Mycgr3T68749,Mycgr3G68749
Mycgr3T68751,Mycgr3G68751
Mycgr3T68754,Mycgr3G68754
Mycgr3T68767,Mycgr3G68767
Mycgr3T68771,Mycgr3G68771
Mycgr3T68779,Mycgr3G68779
Mycgr3T68784,Mycgr3G68784
Mycgr3T68786,Mycgr3G68786
Mycgr3T68789,Mycgr3G68789
Mycgr3T68790,Mycgr3G68790
Mycgr3T68796,Mycgr3G68796
Mycgr3T68817,Mycgr3G68817
Mycgr3T68823,Mycgr3G68823
Mycgr3T68826,Mycgr3G68826
Mycgr3T68837,Mycgr3G68837
Mycgr3T68847,Mycgr3G68847
Mycgr3T68850,Mycgr3G68850
Mycgr3T68855,Mycgr3G68855
Mycgr3T68859,Mycgr3G68859
Mycgr3T68863,Mycgr3G68863
Mycgr3T68870,Mycgr3G68870
Mycgr3T68874,Mycgr3G68874
Mycgr3T68879,Mycgr3G68879
Mycgr3T68887,Mycgr3G68887
Mycgr3T68892,Mycgr3G68892
Mycgr3T68899,Mycgr3G68899
Mycgr3T68900,Mycgr3G68900
Mycgr3T68912,Mycgr3G68912
Mycgr3T68916,Mycgr3G68916
Mycgr3T68922,Mycgr3G68922
Mycgr3T68931,Mycgr3G68931
Mycgr3T68937,Mycgr3G68937
Mycgr3T68948,Mycgr3G68948
Mycgr3T68955,Mycgr3G68955
Mycgr3T68962,Mycgr3G68962
Mycgr3T68972,Mycgr3G68972
Mycgr3T68977,Mycgr3G68977
Mycgr3T68980,Mycgr3G68980
Mycgr3T68986,Mycgr3G68986
Mycgr3T68989,Mycgr3G68989
Mycgr3T68994,Mycgr3G68994
Mycgr3T69002,Mycgr3G69002
Mycgr3T69014,Mycgr3G69014
Mycgr3T69016,Mycgr3G69016
Mycgr3T69021,Mycgr3G69021
Mycgr3T69026,Mycgr3G69026
Mycgr3T69029,Mycgr3G69029
Mycgr3T69031,Mycgr3G69031
Mycgr3T69051,Mycgr3G69051
Mycgr3T69055,Mycgr3G69055
Mycgr3T69058,Mycgr3G69058
Mycgr3T69060,Mycgr3G69060
Mycgr3T69066,Mycgr3G69066
Mycgr3T69070,Mycgr3G69070
Mycgr3T69084,Mycgr3G69084
Mycgr3T69093,Mycgr3G69093
Mycgr3T69100,Mycgr3G69100
Mycgr3T69103,Mycgr3G69103
Mycgr3T69117,Mycgr3G69117
Mycgr3T69118,Mycgr3G69118
Mycgr3T69123,Mycgr3G69123
Mycgr3T69129,Mycgr3G69129
Mycgr3T69132,Mycgr3G69132
Mycgr3T69140,Mycgr3G69140
Mycgr3T69142,Mycgr3G69142
Mycgr3T69151,Mycgr3G69151
Mycgr3T69157,Mycgr3G69157
Mycgr3T69159,Mycgr3G69159
Mycgr3T69164,Mycgr3G69164
Mycgr3T69167,Mycgr3G69167
Mycgr3T69170,Mycgr3G69170
Mycgr3T69185,Mycgr3G69185
Mycgr3T69186,Mycgr3G69186
Mycgr3T69205,Mycgr3G69205
Mycgr3T69215,Mycgr3G69215
Mycgr3T69219,Mycgr3G69219
Mycgr3T69221,Mycgr3G69221
Mycgr3T69227,Mycgr3G69227
Mycgr3T69232,Mycgr3G69232
Mycgr3T69233,Mycgr3G69233
Mycgr3T69244,Mycgr3G69244
Mycgr3T69248,Mycgr3G69248
Mycgr3T69260,Mycgr3G69260
Mycgr3T69263,Mycgr3G69263
Mycgr3T69270,Mycgr3G69270
Mycgr3T69273,Mycgr3G69273
Mycgr3T69277,Mycgr3G69277
Mycgr3T69281,Mycgr3G69281
Mycgr3T69287,Mycgr3G69287
Mycgr3T69290,Mycgr3G69290
Mycgr3T69294,Mycgr3G69294
Mycgr3T69303,Mycgr3G69303
Mycgr3T69317,Mycgr3G69317
Mycgr3T69322,Mycgr3G69322
Mycgr3T69324,Mycgr3G69324
Mycgr3T69329,Mycgr3G69329
Mycgr3T69330,Mycgr3G69330
Mycgr3T69333,Mycgr3G69333
Mycgr3T69338,Mycgr3G69338
Mycgr3T69353,Mycgr3G69353
Mycgr3T69357,Mycgr3G69357
Mycgr3T69366,Mycgr3G69366
Mycgr3T69382,Mycgr3G69382
Mycgr3T69388,Mycgr3G69388
Mycgr3T69392,Mycgr3G69392
Mycgr3T69399,Mycgr3G69399
Mycgr3T69411,Mycgr3G69411
Mycgr3T69430,Mycgr3G69430
Mycgr3T69447,Mycgr3G69447
Mycgr3T69448,Mycgr3G69448
Mycgr3T69451,Mycgr3G69451
Mycgr3T69454,Mycgr3G69454
Mycgr3T69467,Mycgr3G69467
Mycgr3T69474,Mycgr3G69474
Mycgr3T69500,Mycgr3G69500
Mycgr3T69507,Mycgr3G69507
Mycgr3T69513,Mycgr3G69513
Mycgr3T69516,Mycgr3G69516
Mycgr3T69521,Mycgr3G69521
Mycgr3T69522,Mycgr3G69522
Mycgr3T69529,Mycgr3G69529
Mycgr3T69535,Mycgr3G69535
Mycgr3T69542,Mycgr3G69542
Mycgr3T69545,Mycgr3G69545
Mycgr3T69561,Mycgr3G69561
Mycgr3T69570,Mycgr3G69570
Mycgr3T69582,Mycgr3G69582
Mycgr3T69588,Mycgr3G69588
Mycgr3T69592,Mycgr3G69592
Mycgr3T69603,Mycgr3G69603
Mycgr3T69615,Mycgr3G69615
Mycgr3T69638,Mycgr3G69638
Mycgr3T69648,Mycgr3G69648
Mycgr3T69651,Mycgr3G69651
Mycgr3T69654,Mycgr3G69654
Mycgr3T69657,Mycgr3G69657
Mycgr3T69661,Mycgr3G69661
Mycgr3T69673,Mycgr3G69673
Mycgr3T69677,Mycgr3G69677
Mycgr3T69679,Mycgr3G69679
Mycgr3T69686,Mycgr3G69686
Mycgr3T69689,Mycgr3G69689
Mycgr3T69693,Mycgr3G69693
Mycgr3T69696,Mycgr3G69696
Mycgr3T69702,Mycgr3G69702
Mycgr3T69710,Mycgr3G69710
Mycgr3T69716,Mycgr3G69716
Mycgr3T69737,Mycgr3G69737
Mycgr3T69748,Mycgr3G69748
Mycgr3T69755,Mycgr3G69755
Mycgr3T69761,Mycgr3G69761
Mycgr3T69768,Mycgr3G69768
Mycgr3T69770,Mycgr3G69770
Mycgr3T69782,Mycgr3G69782
Mycgr3T69784,Mycgr3G69784
Mycgr3T69789,Mycgr3G69789
Mycgr3T69797,Mycgr3G69797
Mycgr3T69821,Mycgr3G69821
Mycgr3T69836,Mycgr3G69836
Mycgr3T69847,Mycgr3G69847
Mycgr3T69850,Mycgr3G69850
Mycgr3T69852,Mycgr3G69852
Mycgr3T69859,Mycgr3G69859
Mycgr3T69862,Mycgr3G69862
Mycgr3T69865,Mycgr3G69865
Mycgr3T69875,Mycgr3G69875
Mycgr3T69881,Mycgr3G69881
Mycgr3T69890,Mycgr3G69890
Mycgr3T69894,Mycgr3G69894
Mycgr3T69901,Mycgr3G69901
Mycgr3T69907,Mycgr3G69907
Mycgr3T69914,Mycgr3G69914
Mycgr3T69921,Mycgr3G69921
Mycgr3T69926,Mycgr3G69926
Mycgr3T69939,Mycgr3G69939
Mycgr3T69942,Mycgr3G69942
Mycgr3T69951,Mycgr3G69951
Mycgr3T69954,Mycgr3G69954
Mycgr3T69961,Mycgr3G69961
Mycgr3T69965,Mycgr3G69965
Mycgr3T69971,Mycgr3G69971
Mycgr3T69973,Mycgr3G69973
Mycgr3T69980,Mycgr3G69980
Mycgr3T69983,Mycgr3G69983
Mycgr3T69990,Mycgr3G69990
Mycgr3T69992,Mycgr3G69992
Mycgr3T70000,Mycgr3G70000
Mycgr3T70002,Mycgr3G70002
Mycgr3T70015,Mycgr3G70015
Mycgr3T70017,Mycgr3G70017
Mycgr3T70022,Mycgr3G70022
Mycgr3T70026,Mycgr3G70026
Mycgr3T70030,Mycgr3G70030
Mycgr3T70031,Mycgr3G70031
Mycgr3T70038,Mycgr3G70038
Mycgr3T70045,Mycgr3G70045
Mycgr3T70050,Mycgr3G70050
Mycgr3T70055,Mycgr3G70055
Mycgr3T70061,Mycgr3G70061
Mycgr3T70063,Mycgr3G70063
Mycgr3T70066,Mycgr3G70066
Mycgr3T70069,Mycgr3G70069
Mycgr3T70073,Mycgr3G70073
Mycgr3T70079,Mycgr3G70079
Mycgr3T70082,Mycgr3G70082
Mycgr3T70086,Mycgr3G70086
Mycgr3T70094,Mycgr3G70094
Mycgr3T70110,Mycgr3G70110
Mycgr3T70113,Mycgr3G70113
Mycgr3T70127,Mycgr3G70127
Mycgr3T70129,Mycgr3G70129
Mycgr3T70132,Mycgr3G70132
Mycgr3T70157,Mycgr3G70157
Mycgr3T70159,Mycgr3G70159
Mycgr3T70164,Mycgr3G70164
Mycgr3T70165,Mycgr3G70165
Mycgr3T70166,Mycgr3G70166
Mycgr3T70171,Mycgr3G70171
Mycgr3T70181,Mycgr3G70181
Mycgr3T70186,Mycgr3G70186
Mycgr3T70190,Mycgr3G70190
Mycgr3T70194,Mycgr3G70194
Mycgr3T70199,Mycgr3G70199
Mycgr3T70203,Mycgr3G70203
Mycgr3T70208,Mycgr3G70208
Mycgr3T70210,Mycgr3G70210
Mycgr3T70215,Mycgr3G70215
Mycgr3T70216,Mycgr3G70216
Mycgr3T70219,Mycgr3G70219
Mycgr3T70233,Mycgr3G70233
Mycgr3T70243,Mycgr3G70243
Mycgr3T70246,Mycgr3G70246
Mycgr3T70252,Mycgr3G70252
Mycgr3T70260,Mycgr3G70260
Mycgr3T70263,Mycgr3G70263
Mycgr3T70266,Mycgr3G70266
Mycgr3T70268,Mycgr3G70268
Mycgr3T70271,Mycgr3G70271
Mycgr3T70283,Mycgr3G70283
Mycgr3T70288,Mycgr3G70288
Mycgr3T70294,Mycgr3G70294
Mycgr3T70297,Mycgr3G70297
Mycgr3T70308,Mycgr3G70308
Mycgr3T70309,Mycgr3G70309
Mycgr3T70312,Mycgr3G70312
Mycgr3T70316,Mycgr3G70316
Mycgr3T70324,Mycgr3G70324
Mycgr3T70331,Mycgr3G70331
Mycgr3T70334,Mycgr3G70334
Mycgr3T70343,Mycgr3G70343
Mycgr3T70356,Mycgr3G70356
Mycgr3T70376,Mycgr3G70376
Mycgr3T70384,Mycgr3G70384
Mycgr3T70391,Mycgr3G70391
Mycgr3T70396,Mycgr3G70396
Mycgr3T70401,Mycgr3G70401
Mycgr3T70402,Mycgr3G70402
Mycgr3T70410,Mycgr3G70410
Mycgr3T70413,Mycgr3G70413
Mycgr3T70420,Mycgr3G70420
Mycgr3T70421,Mycgr3G70421
Mycgr3T70424,Mycgr3G70424
Mycgr3T70427,Mycgr3G70427
Mycgr3T70433,Mycgr3G70433
Mycgr3T70436,Mycgr3G70436
Mycgr3T70442,Mycgr3G70442
Mycgr3T70454,Mycgr3G70454
Mycgr3T70456,Mycgr3G70456
Mycgr3T70464,Mycgr3G70464
Mycgr3T70471,Mycgr3G70471
Mycgr3T70475,Mycgr3G70475
Mycgr3T70478,Mycgr3G70478
Mycgr3T70482,Mycgr3G70482
Mycgr3T70491,Mycgr3G70491
Mycgr3T70496,Mycgr3G70496
Mycgr3T70497,Mycgr3G70497
Mycgr3T70510,Mycgr3G70510
Mycgr3T70513,Mycgr3G70513
Mycgr3T70521,Mycgr3G70521
Mycgr3T70525,Mycgr3G70525
Mycgr3T70532,Mycgr3G70532
Mycgr3T70537,Mycgr3G70537
Mycgr3T70541,Mycgr3G70541
Mycgr3T70544,Mycgr3G70544
Mycgr3T70547,Mycgr3G70547
Mycgr3T70550,Mycgr3G70550
Mycgr3T70555,Mycgr3G70555
Mycgr3T70560,Mycgr3G70560
Mycgr3T70572,Mycgr3G70572
Mycgr3T70577,Mycgr3G70577
Mycgr3T70588,Mycgr3G70588
Mycgr3T70606,Mycgr3G70606
Mycgr3T70608,Mycgr3G70608
Mycgr3T70620,Mycgr3G70620
Mycgr3T70635,Mycgr3G70635
Mycgr3T70643,Mycgr3G70643
Mycgr3T70646,Mycgr3G70646
Mycgr3T70653,Mycgr3G70653
Mycgr3T70658,Mycgr3G70658
Mycgr3T70665,Mycgr3G70665
Mycgr3T70670,Mycgr3G70670
Mycgr3T70672,Mycgr3G70672
Mycgr3T70677,Mycgr3G70677
Mycgr3T70685,Mycgr3G70685
Mycgr3T70688,Mycgr3G70688
Mycgr3T70695,Mycgr3G70695
Mycgr3T70699,Mycgr3G70699
Mycgr3T70703,Mycgr3G70703
Mycgr3T70710,Mycgr3G70710
Mycgr3T70713,Mycgr3G70713
Mycgr3T70724,Mycgr3G70724
Mycgr3T70729,Mycgr3G70729
Mycgr3T70735,Mycgr3G70735
Mycgr3T70742,Mycgr3G70742
Mycgr3T70745,Mycgr3G70745
Mycgr3T70756,Mycgr3G70756
Mycgr3T70762,Mycgr3G70762
Mycgr3T70772,Mycgr3G70772
Mycgr3T70785,Mycgr3G70785
Mycgr3T70812,Mycgr3G70812
Mycgr3T70822,Mycgr3G70822
Mycgr3T70825,Mycgr3G70825
Mycgr3T70836,Mycgr3G70836
Mycgr3T70871,Mycgr3G70871
Mycgr3T70873,Mycgr3G70873
Mycgr3T70886,Mycgr3G70886
Mycgr3T70899,Mycgr3G70899
Mycgr3T70912,Mycgr3G70912
Mycgr3T70915,Mycgr3G70915
Mycgr3T70921,Mycgr3G70921
Mycgr3T70925,Mycgr3G70925
Mycgr3T70929,Mycgr3G70929
Mycgr3T70938,Mycgr3G70938
Mycgr3T70943,Mycgr3G70943
Mycgr3T70944,Mycgr3G70944
Mycgr3T70947,Mycgr3G70947
Mycgr3T70961,Mycgr3G70961
Mycgr3T70969,Mycgr3G70969
Mycgr3T70971,Mycgr3G70971
Mycgr3T70973,Mycgr3G70973
Mycgr3T70976,Mycgr3G70976
Mycgr3T70980,Mycgr3G70980
Mycgr3T70984,Mycgr3G70984
Mycgr3T70987,Mycgr3G70987
Mycgr3T70993,Mycgr3G70993
Mycgr3T70997,Mycgr3G70997
Mycgr3T71002,Mycgr3G71002
Mycgr3T71005,Mycgr3G71005
Mycgr3T71018,Mycgr3G71018
Mycgr3T71033,Mycgr3G71033
Mycgr3T71045,Mycgr3G71045
Mycgr3T71048,Mycgr3G71048
Mycgr3T71051,Mycgr3G71051
Mycgr3T71056,Mycgr3G71056
Mycgr3T71062,Mycgr3G71062
Mycgr3T71065,Mycgr3G71065
Mycgr3T71071,Mycgr3G71071
Mycgr3T71081,Mycgr3G71081
Mycgr3T71099,Mycgr3G71099
Mycgr3T71103,Mycgr3G71103
Mycgr3T71110,Mycgr3G71110
Mycgr3T71113,Mycgr3G71113
Mycgr3T71117,Mycgr3G71117
Mycgr3T71123,Mycgr3G71123
Mycgr3T71128,Mycgr3G71128
Mycgr3T71139,Mycgr3G71139
Mycgr3T71140,Mycgr3G71140
Mycgr3T71143,Mycgr3G71143
