go_id,go_name,go_namespace
GO:0051864,histone H3K36 demethylase activity,molecular_function
GO:0051865,protein autoubiquitination,biological_process
GO:0051879,Hsp90 protein binding,molecular_function
GO:0051880,G-quadruplex DNA binding,molecular_function
GO:0051897,positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,biological_process
GO:0051903,S-(hydroxymethyl)glutathione dehydrogenase [NAD(P)+] activity,molecular_function
GO:0051908,double-stranded DNA 5'-3' DNA exonuclease activity,molecular_function
GO:0051920,peroxiredoxin activity,molecular_function
GO:0051959,dynein light intermediate chain binding,molecular_function
GO:0051996,squalene synthase [NAD(P)H] activity,molecular_function
GO:0051999,mannosyl-inositol phosphorylceramide biosynthetic process,biological_process
GO:0052381,tRNA dimethylallyltransferase activity,molecular_function
GO:0052650,all-trans-retinol dehydrogenase (NADP+) activity,molecular_function
GO:0052651,monoacylglycerol catabolic process,biological_process
GO:0052654,L-leucine-2-oxoglutarate transaminase activity,molecular_function
GO:0052655,L-valine-2-oxoglutarate transaminase activity,molecular_function
GO:0052656,L-isoleucine-2-oxoglutarate transaminase activity,molecular_function
GO:0052689,carboxylic ester hydrolase activity,molecular_function
GO:0052717,tRNA-specific adenosine-34 deaminase activity,molecular_function
GO:0052723,inositol hexakisphosphate 1-kinase activity,molecular_function
GO:0052724,inositol hexakisphosphate 3-kinase activity,molecular_function
GO:0052735,tRNA (cytidine-3-)-methyltransferase activity,molecular_function
GO:0052742,phosphatidylinositol kinase activity,molecular_function
GO:0052811,1-phosphatidylinositol-3-phosphate 4-kinase activity,molecular_function
GO:0052834,inositol monophosphate phosphatase activity,molecular_function
GO:0052837,thiazole biosynthetic process,biological_process
GO:0052840,inositol diphosphate tetrakisphosphate diphosphatase activity,molecular_function
GO:0052841,inositol bisdiphosphate tetrakisphosphate diphosphatase activity,molecular_function
GO:0052843,"inositol-1-diphosphate-2,3,4,5,6-pentakisphosphate diphosphatase activity",molecular_function
GO:0052845,"inositol-5-diphosphate-1,2,3,4,6-pentakisphosphate diphosphatase activity",molecular_function
GO:0052846,"inositol-1,5-bisdiphosphate-2,3,4,6-tetrakisphosphate 1-diphosphatase activity",molecular_function
GO:0052856,NAD(P)HX epimerase activity,molecular_function
GO:0052857,obsolete NADPHX epimerase activity,molecular_function
GO:0052861,"endo-1,3(4)-beta-glucanase activity",molecular_function
GO:0052862,"obsolete glucan endo-1,4-beta-glucanase activity, C-3 substituted reducing group",molecular_function
GO:0052890,"oxidoreductase activity, acting on the CH-CH group of donors, with a flavin as acceptor",molecular_function
GO:0052906,tRNA (guanine(37)-N1)-methyltransferase activity,molecular_function
GO:0052909,18S rRNA (adenine(1779)-N(6)/adenine(1780)-N(6))-dimethyltransferase activity,molecular_function
GO:0052917,"dol-P-Man:Man(7)GlcNAc(2)-PP-Dol alpha-1,6-mannosyltransferase activity",molecular_function
GO:0052918,"dol-P-Man:Man(8)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase activity",molecular_function
GO:0052925,"dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase activity",molecular_function
GO:0052926,"dol-P-Man:Man(6)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase activity",molecular_function
GO:0052927,CC tRNA cytidylyltransferase activity,molecular_function
GO:0052929,ATP:3'-cytidine-cytidine-tRNA adenylyltransferase activity,molecular_function
GO:0055029,nuclear DNA-directed RNA polymerase complex,cellular_component
GO:0055037,recycling endosome,cellular_component
GO:0055038,recycling endosome membrane,cellular_component
GO:0055056,D-glucose transmembrane transporter activity,molecular_function
GO:0055064,chloride ion homeostasis,biological_process
GO:0055070,copper ion homeostasis,biological_process
GO:0055075,potassium ion homeostasis,biological_process
GO:0055082,intracellular chemical homeostasis,biological_process
GO:0055085,transmembrane transport,biological_process
GO:0055086,nucleobase-containing small molecule metabolic process,biological_process
GO:0055087,Ski complex,cellular_component
GO:0055088,lipid homeostasis,biological_process
GO:0055091,phospholipid homeostasis,biological_process
GO:0055129,L-proline biosynthetic process,biological_process
GO:0060003,copper ion export,biological_process
GO:0060090,molecular adaptor activity,molecular_function
GO:0060211,regulation of nuclear-transcribed mRNA poly(A) tail shortening,biological_process
GO:0060213,positive regulation of nuclear-transcribed mRNA poly(A) tail shortening,biological_process
GO:0060237,regulation of fungal-type cell wall organization,biological_process
GO:0060255,regulation of macromolecule metabolic process,biological_process
GO:0060258,negative regulation of filamentous growth,biological_process
GO:0060261,positive regulation of transcription initiation by RNA polymerase II,biological_process
GO:0060304,regulation of phosphatidylinositol dephosphorylation,biological_process
GO:0060567,negative regulation of termination of DNA-templated transcription,biological_process
GO:0060628,regulation of ER to Golgi vesicle-mediated transport,biological_process
GO:0060962,regulation of ribosomal protein gene transcription by RNA polymerase II,biological_process
GO:0060963,positive regulation of ribosomal protein gene transcription by RNA polymerase II,biological_process
GO:0061015,snRNA import into nucleus,biological_process
GO:0061024,membrane organization,biological_process
GO:0061025,membrane fusion,biological_process
GO:0061077,obsolete chaperone-mediated protein folding,biological_process
GO:0061133,endopeptidase activator activity,molecular_function
GO:0061136,regulation of proteasomal protein catabolic process,biological_process
GO:0061157,mRNA destabilization,biological_process
GO:0061245,establishment or maintenance of bipolar cell polarity,biological_process
GO:0061459,L-arginine transmembrane transporter activity,molecular_function
GO:0061483,obsolete obsolete sulfinylpropanyl adenylate synthase activity,molecular_function
GO:0061499,outer plaque of mitotic spindle pole body,cellular_component
GO:0061503,tRNA threonylcarbamoyladenosine dehydratase,molecular_function
GO:0061504,cyclic threonylcarbamoyladenosine biosynthetic process,biological_process
GO:0061542,3-demethylubiquinol 3-O-methyltransferase activity,molecular_function
GO:0061574,ASAP complex,cellular_component
GO:0061575,cyclin-dependent protein serine/threonine kinase activator activity,molecular_function
GO:0061578,K63-linked deubiquitinase activity,molecular_function
GO:0061586,positive regulation of transcription by transcription factor localization,biological_process
GO:0061608,nuclear import signal receptor activity,molecular_function
GO:0061617,MICOS complex,cellular_component
GO:0061621,canonical glycolysis,biological_process
GO:0061630,ubiquitin protein ligase activity,molecular_function
GO:0061631,ubiquitin conjugating enzyme activity,molecular_function
GO:0061632,RNA lariat debranching enzyme activator activity,molecular_function
GO:0061640,cytoskeleton-dependent cytokinesis,biological_process
GO:0061645,endocytic patch,cellular_component
GO:0061651,Atg12 conjugating enzyme activity,molecular_function
GO:0061665,SUMO ligase activity,molecular_function
GO:0061672,glutathione hydrolase complex,cellular_component
GO:0061673,mitotic spindle astral microtubule,cellular_component
GO:0061685,diphthine methylesterase activity,molecular_function
GO:0061695,"transferase complex, transferring phosphorus-containing groups",cellular_component
GO:0061700,GATOR2 complex,cellular_component
GO:0061708,tRNA-5-taurinomethyluridine 2-sulfurtransferase,molecular_function
GO:0061709,reticulophagy,biological_process
GO:0061710,L-threonylcarbamoyladenylate synthase,molecular_function
GO:0061711,N(6)-L-threonylcarbamoyladenine synthase activity,molecular_function
GO:0061723,glycophagy,biological_process
GO:0061733,protein-lysine-acetyltransferase activity,molecular_function
GO:0061749,forked DNA-dependent helicase activity,molecular_function
GO:0061753,substrate localization to autophagosome,biological_process
GO:0061763,multivesicular body-lysosome fusion,biological_process
GO:0061770,translation elongation factor binding,molecular_function
GO:0061775,cohesin loader activity,molecular_function
GO:0061780,obsolete mitotic cohesin loading,biological_process
GO:0061817,endoplasmic reticulum-plasma membrane tethering,biological_process
GO:0061863,microtubule plus end polymerase,molecular_function
GO:0061908,phagophore,cellular_component
GO:0061909,autophagosome-lysosome fusion,biological_process
GO:0061928,glutathione specific gamma-glutamylcyclotransferase activity,molecular_function
GO:0061981,obsolete 3-hydroxykynureninase activity,molecular_function
GO:0061982,meiosis I cell cycle process,biological_process
GO:0062026,negative regulation of SCF-dependent proteasomal ubiquitin-dependent catabolic process,biological_process
GO:0062123,regulation of linear element maturation,biological_process
GO:0062200,RAM/MOR signaling,biological_process
GO:0065003,protein-containing complex assembly,biological_process
GO:0065004,protein-DNA complex assembly,biological_process
GO:0070005,cysteine-type aminopeptidase activity,molecular_function
GO:0070006,metalloaminopeptidase activity,molecular_function
GO:0070012,oligopeptidase activity,molecular_function
GO:0070034,telomerase RNA binding,molecular_function
GO:0070037,rRNA (pseudouridine) methyltransferase activity,molecular_function
GO:0070042,rRNA (uridine-N3-)-methyltransferase activity,molecular_function
GO:0070059,intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress,biological_process
GO:0070062,extracellular exosome,cellular_component
GO:0070063,RNA polymerase binding,molecular_function
GO:0070069,cytochrome complex,cellular_component
GO:0070072,vacuolar proton-transporting V-type ATPase complex assembly,biological_process
GO:0070086,ubiquitin-dependent endocytosis,biological_process
GO:0070095,fructose-6-phosphate binding,molecular_function
GO:0070096,mitochondrial outer membrane translocase complex assembly,biological_process
GO:0070124,mitochondrial translational initiation,biological_process
GO:0070125,mitochondrial translational elongation,biological_process
GO:0070126,mitochondrial translational termination,biological_process
GO:0070131,positive regulation of mitochondrial translation,biological_process
GO:0070139,SUMO-specific endopeptidase activity,molecular_function
GO:0070143,mitochondrial alanyl-tRNA aminoacylation,biological_process
GO:0070150,mitochondrial glycyl-tRNA aminoacylation,biological_process
GO:0070156,mitochondrial phenylalanyl-tRNA aminoacylation,biological_process
GO:0070180,large ribosomal subunit rRNA binding,molecular_function
GO:0070181,small ribosomal subunit rRNA binding,molecular_function
GO:0070183,mitochondrial tryptophanyl-tRNA aminoacylation,biological_process
GO:0070187,shelterin complex,cellular_component
GO:0070189,kynurenine metabolic process,biological_process
GO:0070192,chromosome organization involved in meiotic cell cycle,biological_process
GO:0070197,meiotic attachment of telomere to nuclear envelope,biological_process
GO:0070199,establishment of protein localization to chromosome,biological_process
GO:0070210,Rpd3L-Expanded complex,cellular_component
GO:0070273,phosphatidylinositol-4-phosphate binding,molecular_function
GO:0070274,RES complex,cellular_component
GO:0070290,N-acylphosphatidylethanolamine-specific phospholipase D activity,molecular_function
GO:0070291,N-acylethanolamine metabolic process,biological_process
GO:0070292,N-acylphosphatidylethanolamine metabolic process,biological_process
GO:0070319,Golgi to plasma membrane transport vesicle,cellular_component
GO:0070336,flap-structured DNA binding,molecular_function
GO:0070370,cellular heat acclimation,biological_process
GO:0070372,regulation of ERK1 and ERK2 cascade,biological_process
GO:0070382,exocytic vesicle,cellular_component
GO:0070390,transcription export complex 2,cellular_component
GO:0070401,NADP+ binding,molecular_function
GO:0070403,NAD+ binding,molecular_function
GO:0070407,oxidation-dependent protein catabolic process,biological_process
GO:0070449,elongin complex,cellular_component
GO:0070453,regulation of heme biosynthetic process,biological_process
GO:0070461,SAGA-type complex,cellular_component
GO:0070462,plus-end specific microtubule depolymerization,biological_process
GO:0070469,obsolete respirasome,cellular_component
GO:0070475,rRNA base methylation,biological_process
GO:0070476,rRNA (guanine-N7)-methylation,biological_process
GO:0070478,"nuclear-transcribed mRNA catabolic process, 3'-5' exonucleolytic nonsense-mediated decay",biological_process
GO:0070481,"nuclear-transcribed mRNA catabolic process, non-stop decay",biological_process
GO:0070485,"dehydro-D-arabinono-1,4-lactone biosynthetic process",biological_process
GO:0070507,regulation of microtubule cytoskeleton organization,biological_process
GO:0070522,ERCC4-ERCC1 complex,cellular_component
GO:0070525,tRNA threonylcarbamoyladenosine metabolic process,biological_process
GO:0070530,K63-linked polyubiquitin modification-dependent protein binding,molecular_function
GO:0070534,protein K63-linked ubiquitination,biological_process
GO:0070536,protein K63-linked deubiquitination,biological_process
GO:0070545,PeBoW complex,cellular_component
GO:0070566,adenylyltransferase activity,molecular_function
GO:0070569,uridylyltransferase activity,molecular_function
GO:0070574,cadmium ion transmembrane transport,biological_process
GO:0070577,obsolete lysine-acetylated histone binding,molecular_function
GO:0070588,calcium ion transmembrane transport,biological_process
GO:0070600,fungal-type cell wall (1->3)-alpha-glucan biosynthetic process,biological_process
GO:0070626,(S)-2-(5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido) succinate lyase (fumarate-forming) activity,molecular_function
GO:0070628,proteasome binding,molecular_function
GO:0070631,spindle pole body localization,biological_process
GO:0070646,protein modification by small protein removal,biological_process
GO:0070649,formin-nucleated actin cable assembly,biological_process
GO:0070651,nonfunctional rRNA decay,biological_process
GO:0070676,intralumenal vesicle formation,biological_process
GO:0070681,glutaminyl-tRNAGln biosynthesis via transamidation,biological_process
GO:0070682,proteasome regulatory particle assembly,biological_process
GO:0070692,CTDK-1 complex,cellular_component
GO:0070693,P-TEFb-cap methyltransferase complex,cellular_component
GO:0070733,AMPylase activity,molecular_function
GO:0070761,pre-snoRNP complex,cellular_component
GO:0070762,nuclear pore transmembrane ring,cellular_component
GO:0070772,PAS complex,cellular_component
GO:0070773,protein-N-terminal glutamine amidohydrolase activity,molecular_function
GO:0070774,obsolete phytoceramidase activity,molecular_function
GO:0070775,H3 histone acetyltransferase complex,cellular_component
GO:0070776,MOZ/MORF histone acetyltransferase complex,cellular_component
GO:0070778,L-aspartate transmembrane transport,biological_process
GO:0070814,hydrogen sulfide biosynthetic process,biological_process
GO:0070822,Sin3-type complex,cellular_component
GO:0070824,SHREC complex,cellular_component
GO:0070840,dynein complex binding,molecular_function
GO:0070843,misfolded protein transport,biological_process
GO:0070847,core mediator complex,cellular_component
GO:0070860,RNA polymerase I core factor complex,cellular_component
GO:0070873,regulation of glycogen metabolic process,biological_process
GO:0070880,fungal-type cell wall beta-glucan biosynthetic process,biological_process
GO:0070897,transcription preinitiation complex assembly,biological_process
GO:0070898,RNA polymerase III preinitiation complex assembly,biological_process
GO:0070901,mitochondrial tRNA methylation,biological_process
GO:0070905,serine binding,molecular_function
GO:0070911,global genome nucleotide-excision repair,biological_process
GO:0070914,UV-damage excision repair,biological_process
GO:0070916,inositol phosphoceramide synthase complex,cellular_component
GO:0070917,inositol phosphoceramide synthase regulator activity,molecular_function
GO:0070935,3'-UTR-mediated mRNA stabilization,biological_process
GO:0070936,protein K48-linked ubiquitination,biological_process
GO:0070939,Dsl1/NZR complex,cellular_component
GO:0070941,eisosome assembly,biological_process
GO:0070966,"nuclear-transcribed mRNA catabolic process, no-go decay",biological_process
GO:0070967,coenzyme F420 binding,molecular_function
GO:0070971,endoplasmic reticulum exit site,cellular_component
GO:0070973,protein localization to endoplasmic reticulum exit site,biological_process
GO:0070979,protein K11-linked ubiquitination,biological_process
GO:0070981,L-asparagine biosynthetic process,biological_process
GO:0070985,transcription factor TFIIK complex,cellular_component
GO:0070987,error-free translesion synthesis,biological_process
GO:0070990,snRNP binding,molecular_function
GO:0070991,medium-chain fatty acyl-CoA dehydrogenase activity,molecular_function
GO:0071004,U2-type prespliceosome,cellular_component
GO:0071006,U2-type catalytic step 1 spliceosome,cellular_component
GO:0071007,U2-type catalytic step 2 spliceosome,cellular_component
GO:0071011,precatalytic spliceosome,cellular_component
GO:0071013,catalytic step 2 spliceosome,cellular_component
GO:0071014,post-mRNA release spliceosomal complex,cellular_component
GO:0071020,post-spliceosomal complex,cellular_component
GO:0071021,U2-type post-spliceosomal complex,cellular_component
GO:0071025,RNA surveillance,biological_process
GO:0071027,nuclear RNA surveillance,biological_process
GO:0071028,nuclear mRNA surveillance,biological_process
GO:0071031,nuclear mRNA surveillance of mRNA 3'-end processing,biological_process
GO:0071034,CUT catabolic process,biological_process
GO:0071035,nuclear polyadenylation-dependent rRNA catabolic process,biological_process
GO:0071036,nuclear polyadenylation-dependent snoRNA catabolic process,biological_process
GO:0071037,nuclear polyadenylation-dependent snRNA catabolic process,biological_process
GO:0071038,TRAMP-dependent tRNA surveillance pathway,biological_process
GO:0071039,nuclear polyadenylation-dependent CUT catabolic process,biological_process
GO:0071051,poly(A)-dependent snoRNA 3'-end processing,biological_process
GO:0071074,eukaryotic initiation factor eIF2 binding,molecular_function
GO:0071108,protein K48-linked deubiquitination,biological_process
GO:0071111,cyclic-guanylate-specific phosphodiesterase activity,molecular_function
GO:0071140,resolution of mitotic recombination intermediates,biological_process
GO:0071162,CMG complex,cellular_component
GO:0071163,DNA replication preinitiation complex assembly,biological_process
GO:0071164,RNA cap trimethylguanosine synthase activity,molecular_function
GO:0071169,establishment of protein localization to chromatin,biological_process
GO:0071218,cellular response to misfolded protein,biological_process
GO:0071230,cellular response to amino acid stimulus,biological_process
GO:0071244,cellular response to carbon dioxide,biological_process
GO:0071256,translocon complex,cellular_component
GO:0071266,'de novo' L-methionine biosynthetic process,biological_process
GO:0071267,L-methionine salvage,biological_process
GO:0071276,cellular response to cadmium ion,biological_process
GO:0071277,cellular response to calcium ion,biological_process
GO:0071421,manganese ion transmembrane transport,biological_process
GO:0071422,succinate transmembrane transport,biological_process
GO:0071423,malate transmembrane transport,biological_process
GO:0071439,clathrin complex,cellular_component
GO:0071444,cellular response to pheromone,biological_process
GO:0071465,cellular response to desiccation,biological_process
GO:0071467,cellular response to pH,biological_process
GO:0071470,cellular response to osmotic stress,biological_process
GO:0071472,cellular response to salt stress,biological_process
GO:0071474,cellular hyperosmotic response,biological_process
GO:0071475,cellular hyperosmotic salinity response,biological_process
GO:0071479,cellular response to ionizing radiation,biological_process
GO:0071507,pheromone response MAPK cascade,biological_process
GO:0071513,phosphopantothenoylcysteine decarboxylase complex,cellular_component
GO:0071520,actomyosin contractile ring assembly actin filament bundle convergence,biological_process
GO:0071528,tRNA re-export from nucleus,biological_process
GO:0071540,"eukaryotic translation initiation factor 3 complex, eIF3e",cellular_component
GO:0071541,"eukaryotic translation initiation factor 3 complex, eIF3m",cellular_component
GO:0071543,diphosphoinositol polyphosphate metabolic process,biological_process
GO:0071545,inositol phosphate catabolic process,biological_process
GO:0071555,cell wall organization,biological_process
GO:0071561,nucleus-vacuole junction,cellular_component
GO:0071562,nucleus-vacuole junction assembly,biological_process
GO:0071577,zinc ion transmembrane transport,biological_process
GO:0071586,CAAX-box protein processing,biological_process
GO:0071630,nuclear protein quality control by the ubiquitin-proteasome system,biological_process
GO:0071763,nuclear membrane organization,biological_process
GO:0071765,nuclear inner membrane organization,biological_process
GO:0071782,endoplasmic reticulum tubular network,cellular_component
GO:0071786,endoplasmic reticulum tubular network organization,biological_process
GO:0071788,endoplasmic reticulum tubular network maintenance,biological_process
GO:0071805,potassium ion transmembrane transport,biological_process
GO:0071806,protein transmembrane transport,biological_process
GO:0071816,tail-anchored membrane protein insertion into ER membrane,biological_process
GO:0071819,DUBm complex,cellular_component
GO:0071821,FANCM-MHF complex,cellular_component
GO:0071852,fungal-type cell wall organization or biogenesis,biological_process
GO:0071885,N-terminal protein N-methyltransferase activity,molecular_function
GO:0071897,DNA biosynthetic process,biological_process
GO:0071913,citrate secondary active transmembrane transporter activity,molecular_function
GO:0071916,dipeptide transmembrane transporter activity,molecular_function
GO:0071920,cleavage body,cellular_component
GO:0071922,obsolete regulation of cohesin loading,biological_process
GO:0071933,Arp2/3 complex binding,molecular_function
GO:0071942,XPC complex,cellular_component
GO:0071944,cell periphery,cellular_component
GO:0071949,FAD binding,molecular_function
GO:0071951,conversion of methionyl-tRNA to N-formyl-methionyl-tRNA,biological_process
GO:0071957,old mitotic spindle pole body,cellular_component
GO:0071958,new mitotic spindle pole body,cellular_component
GO:0071970,fungal-type cell wall (1->3)-beta-D-glucan biosynthetic process,biological_process
GO:0071985,multivesicular body sorting pathway,biological_process
GO:0072318,clathrin coat disassembly,biological_process
GO:0072334,UDP-galactose transmembrane transport,biological_process
GO:0072344,rescue of stalled ribosome,biological_process
GO:0072354,histone H3T3 kinase activity,molecular_function
GO:0072357,PTW/PP1 phosphatase complex,cellular_component
GO:0072380,TRC complex,cellular_component
GO:0072384,organelle transport along microtubule,biological_process
GO:0072435,response to mitotic G2 DNA damage checkpoint signaling,biological_process
GO:0072479,response to mitotic cell cycle spindle assembly checkpoint signaling,biological_process
GO:0072488,ammonium transmembrane transport,biological_process
GO:0072521,purine-containing compound metabolic process,biological_process
GO:0072522,purine-containing compound biosynthetic process,biological_process
GO:0072527,pyrimidine-containing compound metabolic process,biological_process
GO:0072528,pyrimidine-containing compound biosynthetic process,biological_process
GO:0072542,protein phosphatase activator activity,molecular_function
GO:0072546,EMC complex,cellular_component
GO:0072583,clathrin-dependent endocytosis,biological_process
GO:0072593,reactive oxygen species metabolic process,biological_process
GO:0072657,protein localization to membrane,biological_process
GO:0072659,protein localization to plasma membrane,biological_process
GO:0072663,establishment of protein localization to peroxisome,biological_process
GO:0072665,protein localization to vacuole,biological_process
GO:0072666,establishment of protein localization to vacuole,biological_process
GO:0072670,mitochondrial tRNA threonylcarbamoyladenosine modification,biological_process
GO:0072686,mitotic spindle,cellular_component
GO:0072687,meiotic spindle,cellular_component
GO:0075523,viral translational frameshifting,biological_process
GO:0080007,S-nitrosoglutathione reductase (NADH) activity,molecular_function
GO:0080008,Cul4-RING E3 ubiquitin ligase complex,cellular_component
GO:0080025,"phosphatidylinositol-3,5-bisphosphate binding",molecular_function
GO:0080090,regulation of primary metabolic process,biological_process
GO:0080101,obsolete phosphatidyl-N-dimethylethanolamine N-methyltransferase activity,molecular_function
GO:0080121,AMP transport,biological_process
GO:0080122,AMP transmembrane transporter activity,molecular_function
GO:0080129,proteasome core complex assembly,biological_process
GO:0080132,fatty acid 2-hydroxylase activity,molecular_function
GO:0080146,L-cysteine desulfhydrase activity,molecular_function
GO:0085020,protein K6-linked ubiquitination,biological_process
GO:0089701,U2AF complex,cellular_component
GO:0089709,L-histidine transmembrane transport,biological_process
GO:0090052,regulation of pericentric heterochromatin formation,biological_process
GO:0090053,positive regulation of pericentric heterochromatin formation,biological_process
GO:0090055,positive regulation of silent mating-type cassette heterochromatin formation,biological_process
GO:0090068,positive regulation of cell cycle process,biological_process
GO:0090071,negative regulation of ribosome biogenesis,biological_process
GO:0090110,COPII-coated vesicle cargo loading,biological_process
GO:0090114,COPII-coated vesicle budding,biological_process
GO:0090148,membrane fission,biological_process
GO:0090149,mitochondrial membrane fission,biological_process
GO:0090150,establishment of protein localization to membrane,biological_process
GO:0090153,regulation of sphingolipid biosynthetic process,biological_process
GO:0090158,endoplasmic reticulum membrane organization,biological_process
GO:0090161,Golgi ribbon formation,biological_process
GO:0090169,regulation of spindle assembly,biological_process
GO:0090266,regulation of mitotic cell cycle spindle assembly checkpoint,biological_process
GO:0090304,nucleic acid metabolic process,biological_process
GO:0090307,mitotic spindle assembly,biological_process
GO:0090324,negative regulation of oxidative phosphorylation,biological_process
GO:0090364,regulation of proteasome assembly,biological_process
GO:0090374,oligopeptide export from mitochondrion,biological_process
GO:0090407,organophosphate biosynthetic process,biological_process
GO:0090481,pyrimidine nucleotide-sugar transmembrane transport,biological_process
GO:0090522,vesicle tethering involved in exocytosis,biological_process
GO:0090555,phosphatidylethanolamine flippase activity,molecular_function
GO:0090556,phosphatidylserine floppase activity,molecular_function
GO:0090560,2-(3-amino-3-carboxypropyl)histidine synthase activity,molecular_function
GO:0090575,RNA polymerase II transcription regulator complex,cellular_component
GO:0090599,alpha-glucosidase activity,molecular_function
GO:0090618,obsolete DNA clamp unloading,biological_process
GO:0090656,t-circle formation,biological_process
GO:0090694,Scc2-Scc4 cohesin loading complex,cellular_component
GO:0090730,Las1 complex,cellular_component
GO:0090734,site of DNA damage,cellular_component
GO:0097002,mitochondrial inner boundary membrane,cellular_component
GO:0097020,COPII receptor activity,molecular_function
GO:0097023,fructose 6-phosphate aldolase activity,molecular_function
GO:0097027,ubiquitin-protein transferase activator activity,molecular_function
GO:0097036,regulation of plasma membrane sterol distribution,biological_process
GO:0097038,perinuclear endoplasmic reticulum,cellular_component
GO:0097053,L-kynurenine catabolic process,biological_process
GO:0097054,L-glutamate biosynthetic process,biological_process
GO:0097157,pre-mRNA intronic binding,molecular_function
GO:0097177,mitochondrial ribosome binding,molecular_function
GO:0097193,intrinsic apoptotic signaling pathway,biological_process
GO:0097248,maintenance of protein location in cell cortex of cell tip,biological_process
GO:0097250,mitochondrial respirasome assembly,biological_process
GO:0097255,R2TP complex,cellular_component
GO:0097268,cytoophidium,cellular_component
GO:0097271,protein localization to bud neck,biological_process
GO:0097320,plasma membrane tubulation,biological_process
GO:0097352,autophagosome maturation,biological_process
GO:0097354,prenylation,biological_process
GO:0097359,UDP-glucosylation,biological_process
GO:0097361,cytosolic [4Fe-4S] assembly targeting complex,cellular_component
GO:0097363,protein O-acetylglucosaminyltransferase activity,molecular_function
GO:0097367,carbohydrate derivative binding,molecular_function
GO:0097373,MCM core complex,cellular_component
GO:0097422,tubular endosome,cellular_component
GO:0097428,obsolete protein maturation by iron-sulfur cluster transfer,biological_process
GO:0097435,supramolecular fiber organization,biological_process
GO:0097472,cyclin-dependent protein kinase activity,molecular_function
GO:0097502,mannosylation,biological_process
GO:0097505,Rad6-Rad18 complex,cellular_component
GO:0097510,"base-excision repair, AP site formation via deaminated base removal",biological_process
GO:0097525,spliceosomal snRNP complex,cellular_component
GO:0097526,spliceosomal tri-snRNP complex,cellular_component
GO:0097550,transcription preinitiation complex,cellular_component
GO:0097552,mitochondrial double-strand break repair via homologous recombination,biological_process
GO:0097576,vacuole fusion,biological_process
GO:0097586,dolichyl-phosphate-mannose-protein mannosyltransferase Pmt4p homodimer complex,cellular_component
GO:0097602,cullin family protein binding,molecular_function
GO:0097632,extrinsic component of phagophore assembly site membrane,cellular_component
GO:0097718,disordered domain specific binding,molecular_function
GO:0097720,calcineurin-mediated signaling,biological_process
GO:0097753,membrane bending,biological_process
GO:0098552,side of membrane,cellular_component
GO:0098553,lumenal side of endoplasmic reticulum membrane,cellular_component
GO:0098554,cytoplasmic side of endoplasmic reticulum membrane,cellular_component
GO:0098588,bounding membrane of organelle,cellular_component
GO:0098599,palmitoyl hydrolase activity,molecular_function
GO:0098655,monoatomic cation transmembrane transport,biological_process
GO:0098656,monoatomic anion transmembrane transport,biological_process
GO:0098661,inorganic anion transmembrane transport,biological_process
GO:0098703,calcium ion import across plasma membrane,biological_process
GO:0098734,macromolecule depalmitoylation,biological_process
GO:0098771,inorganic ion homeostasis,biological_process
GO:0098796,membrane protein complex,cellular_component
GO:0098800,inner mitochondrial membrane protein complex,cellular_component
GO:0098808,mRNA cap binding,molecular_function
GO:0098813,nuclear chromosome segregation,biological_process
GO:0098826,endoplasmic reticulum tubular network membrane,cellular_component
GO:0098849,cellular detoxification of cadmium ion,biological_process
GO:0098852,lytic vacuole membrane,cellular_component
GO:0098869,cellular oxidant detoxification,biological_process
GO:0099023,vesicle tethering complex,cellular_component
GO:0099070,static microtubule bundle,cellular_component
GO:0099079,actin body,cellular_component
GO:0099116,tRNA 5'-end processing,biological_process
GO:0099128,mitochondrial [2Fe-2S] assembly complex,cellular_component
GO:0099512,supramolecular fiber,cellular_component
GO:0099617,matrix side of mitochondrial inner membrane,cellular_component
GO:0099638,endosome to plasma membrane protein transport,biological_process
GO:0101005,deubiquitinase activity,molecular_function
GO:0101026,mitotic nuclear membrane biogenesis,biological_process
GO:0101030,obsolete tRNA-guanine transglycosylation,biological_process
GO:0101031,protein folding chaperone complex,cellular_component
GO:0102148,obsolete N-acetyl-beta-D-galactosaminidase activity,molecular_function
GO:0102158,very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase activity,molecular_function
GO:0102193,protein-ribulosamine 3-kinase activity,molecular_function
GO:0102202,obsolete soladodine glucosyltransferase activity,molecular_function
GO:0102203,obsolete brassicasterol glucosyltransferase activity,molecular_function
GO:0102205,obsolete cholesterol alpha-glucosyltransferase activity,molecular_function
GO:0102266,tRNA-dihydrouridine20a synthase activity,molecular_function
GO:0102267,tRNA-dihydrouridine20b synthase activity,molecular_function
GO:0102306,benzil reductase [(S)-benzoin-forming] activity,molecular_function
GO:0102483,obsolete scopolin beta-glucosidase activity,molecular_function
GO:0102521,tRNA-4-demethylwyosine synthase activity,molecular_function
