zt_gene,sc_gene
Mycgr3G31968,YOL040C
Mycgr3G74429,YPL143W
Mycgr3G99027,YPL129W
Mycgr3G91439,YML093W
Mycgr3G98404,YDL087C
Mycgr3G99310,YOR254C
Mycgr3G100978,YCR084C
Mycgr3G68879,YNL189W
Mycgr3G14092,YNR052C
Mycgr3G85889,YPR062W
Mycgr3G66791,YPL151C
Mycgr3G39612,YNL299W
Mycgr3G67803,YJL055W
Mycgr3G67218,YGR091W
Mycgr3G110636,YOL052C
Mycgr3G102740,YML073C
Mycgr3G103824,YDL082W
Mycgr3G60247,YAL024C
Mycgr3G100730,YLR023C
Mycgr3G65778,YLR118C
Mycgr3G108665,YLR045C
Mycgr3G101194,YDL135C
Mycgr3G77629,YPL059W
Mycgr3G84646,YPR155C
Mycgr3G70073,YIR035C
Mycgr3G31477,YDR354W
Mycgr3G100120,YEL039C
Mycgr3G100874,YDR177W
Mycgr3G54755,YLR324W
Mycgr3G56101,YMR091C
Mycgr3G105450,YDR328C
Mycgr3G101252,YDR061W
Mycgr3G40375,YNL200C
Mycgr3G110162,YDR266C
Mycgr3G70164,YCR044C
Mycgr3G69545,YDR168W
Mycgr3G69522,YDR410C
Mycgr3G97345,YOR281C
Mycgr3G93828,YMR016C
Mycgr3G106114,YER131W
Mycgr3G99173,YMR078C
Mycgr3G107004,YDR051C
Mycgr3G102469,YPL078C
Mycgr3G107963,YOR307C
Mycgr3G14739,YDL237W
Mycgr3G59391,YBR252W
Mycgr3G93598,YDR083W
Mycgr3G35530,YMR034C
Mycgr3G74910,YHR201C
Mycgr3G14858,YLR418C
Mycgr3G60448,YJR058C
Mycgr3G49141,YNL118C
Mycgr3G25825,YPL196W
Mycgr3G65966,YER016W
Mycgr3G102384,YOL139C
Mycgr3G13471,YNL227C
Mycgr3G83972,YDL153C
Mycgr3G89123,YNL035C
Mycgr3G15276,YLR063W
Mycgr3G108384,YLR059C
Mycgr3G65596,YGR195W
Mycgr3G110503,YBL051C
Mycgr3G70471,YER074W
Mycgr3G36495,YMR102C
Mycgr3G64875,YER042W
Mycgr3G102027,YIL052C
Mycgr3G107316,YKL040C
Mycgr3G75621,YOL080C
Mycgr3G110980,YBL047C
Mycgr3G28226,YPR051W
Mycgr3G34998,YPL087W
Mycgr3G65473,YNL126W
Mycgr3G38006,YPR140W
Mycgr3G98775,YER007C-A
Mycgr3G104544,YBR135W
Mycgr3G87220,YDR196C
Mycgr3G25437,YDR460W
Mycgr3G98528,YGR096W
Mycgr3G87062,YIR042C
Mycgr3G30158,YOL041C
Mycgr3G38039,YBL036C
Mycgr3G14505,YGL014W
Mycgr3G35508,YAL039C
Mycgr3G73479,YGL221C
Mycgr3G66834,YGR276C
Mycgr3G37784,YNL292W
Mycgr3G28593,YNR036C
Mycgr3G61964,YCR027C
Mycgr3G102569,YOR232W
Mycgr3G74552,YBR141C
Mycgr3G100083,YOR181W
Mycgr3G73676,YHR181W
Mycgr3G46304,YJR069C
Mycgr3G107763,YIL023C
Mycgr3G40143,YGL164C
Mycgr3G37538,YPR113W
Mycgr3G105508,YOR358W
Mycgr3G96997,YBL055C
Mycgr3G99880,YPL065W
Mycgr3G93463,YBR242W
Mycgr3G49528,YGL232W
Mycgr3G65589,YDR176W
Mycgr3G74522,YDL030W
Mycgr3G101897,YLR026C
Mycgr3G102585,YDR298C
Mycgr3G18390,YPR037C
Mycgr3G74317,YDR320C
Mycgr3G92233,YOR339C
Mycgr3G47065,YJR057W
Mycgr3G110557,YDL166C
Mycgr3G73624,YDR408C
Mycgr3G75897,YPR056W
Mycgr3G99535,YLR323C
Mycgr3G69451,YOL096C
Mycgr3G45253,YNL044W
Mycgr3G74913,YDR237W
Mycgr3G71564,YJL071W
Mycgr3G108657,YER118C
Mycgr3G58925,YPR040W
Mycgr3G37396,YNL092W
Mycgr3G32378,YNL129W
Mycgr3G46438,YOR056C
Mycgr3G98356,YLR403W
Mycgr3G96032,YMR155W
Mycgr3G75234,YBL058W
Mycgr3G109863,YER185W
Mycgr3G46230,YOL133W
Mycgr3G108203,YNL291C
Mycgr3G105388,YOL127W
Mycgr3G103841,YPL002C
Mycgr3G99943,YOR131C
Mycgr3G103191,YBL092W
Mycgr3G81942,YDL217C
Mycgr3G31719,YLR014C
Mycgr3G67977,YNL084C
Mycgr3G87449,YML005W
Mycgr3G72776,YBR055C
Mycgr3G102191,YOR125C
Mycgr3G99418,YCL045C
Mycgr3G77251,YHR110W
Mycgr3G61514,YCR059C
Mycgr3G36370,YEL038W
Mycgr3G90957,YML061C
Mycgr3G69881,YIL164C
Mycgr3G102488,YJR014W
Mycgr3G111394,YIL090W
Mycgr3G101007,YFL024C
Mycgr3G72961,YML074C
Mycgr3G106880,YER114C
Mycgr3G106573,YBR054W
Mycgr3G106539,YGR208W
Mycgr3G106407,YDL075W
Mycgr3G28568,YJL035C
Mycgr3G65387,YLR306W
Mycgr3G104063,YOR293W
Mycgr3G66006,YML067C
Mycgr3G46537,YBR106W
Mycgr3G32208,YMR114C
Mycgr3G72141,YGR020C
Mycgr3G56362,YPR094W
Mycgr3G91369,YMR140W
Mycgr3G71065,YBR267W
Mycgr3G12260,YLR246W
Mycgr3G86233,YER010C
Mycgr3G45644,YDR265W
Mycgr3G68059,YLR022C
Mycgr3G104970,YPL111W
Mycgr3G75416,YBR251W
Mycgr3G109254,YPR045C
Mycgr3G67821,YGR172C
Mycgr3G34965,YGR193C
Mycgr3G44997,YBR186W
Mycgr3G110991,YNL137C
Mycgr3G72630,YPL120W
Mycgr3G91870,YMR038C
Mycgr3G101665,YOL093W
Mycgr3G69784,YJR017C
Mycgr3G42477,YKR058W
Mycgr3G25855,YOR007C
Mycgr3G16306,YOL001W
Mycgr3G77228,YLR168C
Mycgr3G86888,YPL115C
Mycgr3G76373,YOR127W
Mycgr3G71535,YER163C
Mycgr3G46160,YCR036W
Mycgr3G103627,YDR425W
Mycgr3G106949,YIL110W
Mycgr3G63935,YDR449C
Mycgr3G69702,YFL060C
Mycgr3G41913,YBL021C
Mycgr3G73769,YIL050W
Mycgr3G105015,YPL010W
Mycgr3G48880,YMR024W
Mycgr3G32521,YOR246C
Mycgr3G48113,YBR276C
Mycgr3G46275,YPL191C
Mycgr3G66529,YBL038W
Mycgr3G99704,YBR111C
Mycgr3G102012,YGL187C
Mycgr3G107801,YBR086C
Mycgr3G101160,YCR077C
Mycgr3G85206,YMR097C
Mycgr3G22047,YJL194W
Mycgr3G68754,YNR038W
Mycgr3G107817,YNL026W
Mycgr3G10443,YPR022C
Mycgr3G87006,YBR228W
Mycgr3G73649,YML046W
Mycgr3G45721,YHR051W
Mycgr3G38046,YNL197C
Mycgr3G85212,YJR094W-A
Mycgr3G106559,YNL244C
Mycgr3G70288,YOR257W
Mycgr3G87952,YDR140W
Mycgr3G70456,YDR311W
Mycgr3G54676,YDR316W
Mycgr3G100890,YGL246C
Mycgr3G104198,YDL004W
Mycgr3G100220,YDR429C
Mycgr3G67987,YKL034W
Mycgr3G99564,YBR109C
Mycgr3G103502,YEL037C
Mycgr3G72125,YHR122W
Mycgr3G75885,YKL041W
Mycgr3G80331,YCL033C
Mycgr3G54282,YBL102W
Mycgr3G47390,YDR173C
Mycgr3G14307,YDR527W
Mycgr3G107320,YGR288W
Mycgr3G68568,YOL129W
Mycgr3G53755,YPR023C
Mycgr3G27084,YNL289W
Mycgr3G70980,YBR271W
Mycgr3G91052,YDL112W
Mycgr3G58400,YOR288C
Mycgr3G105646,YGR034W
Mycgr3G50078,YKL128C
Mycgr3G41592,YGL017W
Mycgr3G77560,YHR012W
Mycgr3G60172,YGL030W
Mycgr3G75604,YGL105W
Mycgr3G99069,YDL216C
Mycgr3G75240,YER154W
Mycgr3G96591,YGR078C
Mycgr3G95776,YPL101W
Mycgr3G86618,YOR336W
Mycgr3G41752,YIL064W
Mycgr3G65806,YNR060W
Mycgr3G89073,YDL114W
Mycgr3G30651,YNR054C
Mycgr3G74155,YAL049C
Mycgr3G71377,YNL263C
Mycgr3G106485,YLR185W
Mycgr3G34180,YML079W
Mycgr3G110683,YOR095C
Mycgr3G105083,YOL005C
Mycgr3G101770,YHL008C
Mycgr3G59339,YGL043W
Mycgr3G67944,YMR071C
Mycgr3G58641,YMR183C
Mycgr3G33005,YPR187W
Mycgr3G103202,YIR038C
Mycgr3G17882,YKL088W
Mycgr3G98363,YOR367W
Mycgr3G39277,YMR236W
Mycgr3G78925,YBL026W
Mycgr3G39488,YLR290C
Mycgr3G108599,YDR150W
Mycgr3G40713,YLR220W
Mycgr3G59307,YKR088C
Mycgr3G64763,YHR021C
Mycgr3G103611,YBR002C
Mycgr3G69782,YGL070C
Mycgr3G48587,YLR284C
Mycgr3G44089,YGR093W
Mycgr3G31170,YMR043W
Mycgr3G104845,YCL011C
Mycgr3G98210,YLR207W
Mycgr3G34630,YLR107W
Mycgr3G110217,YNL135C
Mycgr3G40195,YDR236C
Mycgr3G107996,YJL097W
Mycgr3G110410,YPR025C
Mycgr3G71863,YML102W
Mycgr3G98206,YLR025W
Mycgr3G85784,YIL044C
Mycgr3G78124,YKR057W
Mycgr3G98153,YGL037C
Mycgr3G46572,YEL007W
Mycgr3G65949,YDL056W
Mycgr3G15671,YDR175C
Mycgr3G35039,YJL024C
Mycgr3G12394,YML038C
Mycgr3G68176,YMR100W
Mycgr3G40355,YOR018W
Mycgr3G69303,YKR035W-A
Mycgr3G73913,YFL013C
Mycgr3G70635,YBR239C
Mycgr3G96217,YIL065C
Mycgr3G62649,YDL045C
Mycgr3G19099,YDL219W
Mycgr3G50788,YGR227W
Mycgr3G46623,YOR319W
Mycgr3G99059,YNL284C
Mycgr3G58653,YKL100C
Mycgr3G41223,YPR131C
Mycgr3G83768,YOR369C
Mycgr3G105522,YLL050C
Mycgr3G107156,YIR005W
Mycgr3G107675,YLL062C
Mycgr3G106982,YGL244W
Mycgr3G75463,YLR126C
Mycgr3G67076,YJL054W
Mycgr3G70246,YNL036W
Mycgr3G32102,YBR153W
Mycgr3G45542,YLR239C
Mycgr3G83678,YOR059C
Mycgr3G71110,YMR276W
Mycgr3G107627,YBL057C
Mycgr3G77021,YFL044C
Mycgr3G99524,YAL022C
Mycgr3G37911,YOR122C
Mycgr3G12884,YDR205W
Mycgr3G42542,YNL053W
Mycgr3G27012,YDL142C
Mycgr3G63016,YHR077C
Mycgr3G30397,YML025C
Mycgr3G66842,YDR404C
Mycgr3G47510,YJR099W
Mycgr3G18762,YNL251C
Mycgr3G69260,YLR085C
Mycgr3G15902,YBL013W
Mycgr3G42169,YDR165W
Mycgr3G59682,YMR036C
Mycgr3G46950,YOR077W
Mycgr3G68686,YLR015W
Mycgr3G71170,YDL144C
Mycgr3G67851,YER075C
Mycgr3G91535,YDR486C
Mycgr3G30112,YLR307W
Mycgr3G99195,YNL108C
Mycgr3G98769,YDL015C
Mycgr3G77668,YOR357C
Mycgr3G73382,YNL265C
Mycgr3G105721,YOR020C
Mycgr3G69992,YGL068W
Mycgr3G85776,YER008C
Mycgr3G21049,YBL084C
Mycgr3G33027,YER004W
Mycgr3G29244,YGL080W
Mycgr3G109934,YPL162C
Mycgr3G77324,YDR055W
Mycgr3G86065,YER044C
Mycgr3G72837,YEL023C
Mycgr3G82116,YLR043C
Mycgr3G99098,YJL180C
Mycgr3G100580,YDR435C
Mycgr3G46366,YNL062C
Mycgr3G105874,YPR100W
Mycgr3G104371,YGL031C
Mycgr3G27411,YNL032W
Mycgr3G63621,YDL230W
Mycgr3G108339,YIL061C
Mycgr3G40912,YHR134W
Mycgr3G69971,YOR269W
Mycgr3G103966,YJR075W
Mycgr3G67859,YJR140C
Mycgr3G101554,YDR080W
Mycgr3G101457,YLR275W
Mycgr3G93237,YDR305C
Mycgr3G69615,YDR489W
Mycgr3G93387,YPR162C
Mycgr3G15610,YPL094C
Mycgr3G104930,YMR127C
Mycgr3G45952,YNL113W
Mycgr3G31040,YKL195W
Mycgr3G55177,YML105C
Mycgr3G111290,YBR233W
Mycgr3G42864,YNL068C
Mycgr3G109944,YKL189W
Mycgr3G53984,YLR038C
Mycgr3G72009,YJR090C
Mycgr3G34825,YHL021C
Mycgr3G52717,YHR162W
Mycgr3G111497,YGR178C
Mycgr3G77604,YHR013C
Mycgr3G111074,YDR421W
Mycgr3G76628,YDL146W
Mycgr3G31509,YNL175C
Mycgr3G109995,YLR115W
Mycgr3G62534,YNR037C
Mycgr3G32483,YMR193W
Mycgr3G64857,YNR003C
Mycgr3G108927,YJR116W
Mycgr3G110369,YLR176C
Mycgr3G101464,YPR191W
Mycgr3G59030,YKL125W
Mycgr3G111048,YBR101C
Mycgr3G50623,YJL046W
Mycgr3G73812,YKL019W
Mycgr3G61371,YPR028W
Mycgr3G111475,YIL096C
Mycgr3G10995,YKL155C
Mycgr3G58483,YNR027W
Mycgr3G98591,YOL107W
Mycgr3G52569,YHR005C-A
Mycgr3G17219,YDR361C
Mycgr3G100167,YDR519W
Mycgr3G53300,YHL001W
Mycgr3G67431,YHL031C
Mycgr3G48269,YGR021W
Mycgr3G40797,YHL027W
Mycgr3G73187,YCR030C
Mycgr3G67618,YOR292C
Mycgr3G33562,YDR045C
Mycgr3G62954,YMR035W
Mycgr3G70475,YIR012W
Mycgr3G108767,YKR062W
Mycgr3G36580,YLR147C
Mycgr3G60694,YMR194W
Mycgr3G15195,YJR107W
Mycgr3G72359,YDR071C
Mycgr3G106186,YJL004C
Mycgr3G57452,YJR050W
Mycgr3G109516,YKR029C
Mycgr3G44402,YDR145W
Mycgr3G30981,YLR154W-C
Mycgr3G107149,YHR097C
Mycgr3G84315,YKL012W
Mycgr3G38379,YOR140W
Mycgr3G50274,YJL063C
Mycgr3G61626,YDR183W
Mycgr3G110152,YOR294W
Mycgr3G93675,YOR278W
Mycgr3G36290,YDR228C
Mycgr3G33410,YMR227C
Mycgr3G111387,YKR071C
Mycgr3G102692,YDR028C
Mycgr3G74695,YKL143W
Mycgr3G46814,YOR057W
Mycgr3G62261,YOR026W
Mycgr3G49968,YBR290W
Mycgr3G70555,YCL026C-B
Mycgr3G71341,YML127W
Mycgr3G51107,YPL103C
Mycgr3G72138,YDL046W
Mycgr3G47340,YDR393W
Mycgr3G45617,YNR046W
Mycgr3G109524,YLR151C
Mycgr3G35060,YBR014C
Mycgr3G109742,YGL086W
Mycgr3G90001,YJL158C
Mycgr3G28493,YJL079C
Mycgr3G74671,YAL032C
Mycgr3G32304,YJL124C
Mycgr3G71585,YPL089C
Mycgr3G25234,YOL018C
Mycgr3G65866,YGR262C
Mycgr3G36302,YPL248C
Mycgr3G81501,YLR264W
Mycgr3G70496,YBL001C
Mycgr3G50818,YIL093C
Mycgr3G54855,YPL170W
Mycgr3G91858,YDR397C
Mycgr3G37366,YJR060W
Mycgr3G56675,YKL170W
Mycgr3G69592,YIL030C
Mycgr3G58850,YBL049W
Mycgr3G66501,YMR280C
Mycgr3G65477,YOR111W
Mycgr3G77535,YOR216C
Mycgr3G66917,YPL199C
Mycgr3G77325,YDR529C
Mycgr3G17823,YGL085W
Mycgr3G17722,YNL107W
Mycgr3G20472,YDL206W
Mycgr3G104579,YGL106W
Mycgr3G88095,YHL015W
Mycgr3G73903,YKR065C
Mycgr3G104056,YHR147C
Mycgr3G28506,YPR073C
Mycgr3G67403,YDR087C
Mycgr3G33739,YDL208W
Mycgr3G110922,YJL110C
Mycgr3G77140,YLR097C
Mycgr3G65960,YGL242C
Mycgr3G99181,YJR044C
Mycgr3G98638,YOL102C
Mycgr3G31899,YGR005C
Mycgr3G103406,YLR388W
Mycgr3G42167,YOR049C
Mycgr3G100069,YDL148C
Mycgr3G103184,YIL008W
Mycgr3G69638,YNL232W
Mycgr3G38117,YPR095C
Mycgr3G97226,YNL110C
Mycgr3G90433,YBR089C-A
Mycgr3G110861,YDL035C
Mycgr3G15641,YER142C
Mycgr3G110431,YCR065W
Mycgr3G69686,YER134C
Mycgr3G84166,YJR052W
Mycgr3G71372,YGL243W
Mycgr3G38865,YIL051C
Mycgr3G103387,YAL034C
Mycgr3G42049,YGL050W
Mycgr3G92812,YLR242C
Mycgr3G111565,YER120W
Mycgr3G104128,YNL111C
Mycgr3G26090,YPL206C
Mycgr3G48243,YMR026C
Mycgr3G111534,YMR161W
Mycgr3G31905,YDR510W
Mycgr3G62604,YKL058W
Mycgr3G22995,YBR236C
Mycgr3G109375,YPL165C
Mycgr3G56211,YJL003W
Mycgr3G84825,YMR281W
Mycgr3G54090,YGL010W
Mycgr3G110875,YKL117W
Mycgr3G18895,YGR082W
Mycgr3G83804,YGL237C
Mycgr3G56917,YJL145W
Mycgr3G110810,YOR035C
Mycgr3G71532,YLR396C
Mycgr3G55315,YMR292W
Mycgr3G75597,YBR102C
Mycgr3G67912,YMR033W
Mycgr3G104520,YOR159C
Mycgr3G107411,YDR005C
Mycgr3G64667,YGL191W
Mycgr3G109392,YFL021W
Mycgr3G84039,YML094W
Mycgr3G111491,YNL024C
Mycgr3G102248,YDL072C
Mycgr3G45761,YGL073W
Mycgr3G100832,YLR162W-A
Mycgr3G94593,YFL046W
Mycgr3G57354,YPL013C
Mycgr3G70987,YOR384W
Mycgr3G77764,YOR280C
Mycgr3G103070,YOR210W
Mycgr3G93836,YNL041C
Mycgr3G35394,YMR090W
Mycgr3G107091,YOR327C
Mycgr3G106420,YIL010W
Mycgr3G33390,YGR066C
Mycgr3G77064,YOL022C
Mycgr3G99129,YDR432W
Mycgr3G108529,YBR254C
Mycgr3G74460,YDR116C
Mycgr3G101607,YOL013C
Mycgr3G70050,YJL104W
Mycgr3G22969,YOR322C
Mycgr3G106079,YDR511W
Mycgr3G80754,YDR513W
Mycgr3G41229,YDL120W
Mycgr3G109444,YBL032W
Mycgr3G95216,YDR470C
Mycgr3G74012,YNL305C
Mycgr3G69914,YBR092C
Mycgr3G86073,YOR103C
Mycgr3G80351,YDR424C
Mycgr3G89963,YLR321C
Mycgr3G24553,YDR004W
Mycgr3G100058,YJL020C
Mycgr3G14514,YGL213C
Mycgr3G106528,YPL098C
Mycgr3G95405,YKL160W
Mycgr3G108694,YGL215W
Mycgr3G73600,YNL023C
Mycgr3G78410,YLR287C-A
Mycgr3G67443,YDR152W
Mycgr3G69516,YAL046C
Mycgr3G76564,YBR213W
Mycgr3G102131,YOL071W
Mycgr3G110187,YGL155W
Mycgr3G74151,YDR524C
Mycgr3G103653,YKL138C
Mycgr3G87527,YPL146C
Mycgr3G40139,YKR023W
Mycgr3G99020,YPR129W
Mycgr3G57709,YDR299W
Mycgr3G69002,YGL248W
Mycgr3G25667,YGL153W
Mycgr3G87549,YDR167W
Mycgr3G34487,YPL242C
Mycgr3G87284,YHR072W-A
Mycgr3G77836,YMR063W
Mycgr3G31164,YBL071W-A
Mycgr3G39191,YBR004C
Mycgr3G93353,YGL231C
Mycgr3G108857,YKL175W
Mycgr3G101931,YOR390W
Mycgr3G111178,YNR059W
Mycgr3G83336,YJL123C
Mycgr3G107882,YPL126W
Mycgr3G73923,YNL081C
Mycgr3G103278,YGR186W
Mycgr3G43420,YKL192C
Mycgr3G100063,YAL058W
Mycgr3G48453,YMR262W
Mycgr3G31190,YGL066W
Mycgr3G103162,YGR027C
Mycgr3G23379,YDR329C
Mycgr3G28721,YPL107W
Mycgr3G42338,YLR008C
Mycgr3G66828,YDR246W
Mycgr3G87981,YLR077W
Mycgr3G73447,YMR182C
Mycgr3G101893,YDR200C
Mycgr3G104658,YGL028C
Mycgr3G73484,YGL044C
Mycgr3G40386,YPL032C
Mycgr3G107812,YLR411W
Mycgr3G87244,YLR066W
Mycgr3G74581,YKL141W
Mycgr3G107230,YPL037C
Mycgr3G111066,YLL032C
Mycgr3G51612,YJL078C
Mycgr3G101009,YOR115C
Mycgr3G29736,YDR162C
Mycgr3G108776,YGL092W
Mycgr3G66803,YBR112C
Mycgr3G93513,YGR203W
Mycgr3G76471,YBR096W
Mycgr3G82510,YFR032C-A
Mycgr3G51311,YNL272C
Mycgr3G38483,YJR129C
Mycgr3G11243,YDR108W
Mycgr3G19663,YFL017W-A
Mycgr3G99904,YCL034W
Mycgr3G110807,YAR008W
Mycgr3G70943,YKL094W
Mycgr3G75116,YNL005C
Mycgr3G105463,YJL189W
Mycgr3G24319,YPL083C
Mycgr3G39023,YDL105W
Mycgr3G99274,YDR472W
Mycgr3G67442,YDR161W
Mycgr3G37496,YLR281C
Mycgr3G85170,YOR236W
Mycgr3G105749,YDR405W
Mycgr3G91070,YCL032W
Mycgr3G99443,YKL193C
Mycgr3G105945,YNL128W
Mycgr3G84746,YLR438C-A
Mycgr3G25082,YGR277C
Mycgr3G110539,YBR123C
Mycgr3G64317,YNL259C
Mycgr3G110040,YDR347W
Mycgr3G74152,YDR414C
Mycgr3G35040,YBR265W
Mycgr3G77069,YIL070C
Mycgr3G102722,YCR088W
Mycgr3G40224,YCL005W-A
Mycgr3G68633,YAL034W-A
Mycgr3G102737,YOL039W
Mycgr3G47014,YML077W
Mycgr3G33832,YLR179C
Mycgr3G30583,YER159C
Mycgr3G69270,YDR221W
Mycgr3G14095,YLR142W
Mycgr3G75738,YPR182W
Mycgr3G107945,YGR006W
Mycgr3G99185,YGL161C
Mycgr3G111234,YIR032C
Mycgr3G108169,YNL294C
Mycgr3G73061,YNL054W
Mycgr3G63742,YGR074W
Mycgr3G50731,YNL024C-A
Mycgr3G103356,YNL131W
Mycgr3G65481,YLR193C
Mycgr3G54793,YAL020C
Mycgr3G84104,YCR051W
Mycgr3G100770,YMR233W
Mycgr3G15552,YDL070W
Mycgr3G50110,YOR052C
Mycgr3G28514,YBR022W
Mycgr3G81468,YER146W
Mycgr3G103961,YGR167W
Mycgr3G92717,YPR098C
Mycgr3G66454,YGR263C
Mycgr3G100278,YGL035C
Mycgr3G51258,YDR086C
Mycgr3G107221,YHR198C
Mycgr3G109078,YKL038W
Mycgr3G94936,YCL012C
Mycgr3G49475,YLR074C
Mycgr3G65316,YGL047W
Mycgr3G100899,YDR468C
Mycgr3G49805,YJR074W
Mycgr3G91777,YER019C-A
Mycgr3G42719,YOL003C
Mycgr3G106251,YGR147C
Mycgr3G39901,YHR175W
Mycgr3G39804,YBR282W
Mycgr3G37176,YEL044W
Mycgr3G32785,YDL235C
Mycgr3G32659,YPR168W
Mycgr3G33213,YCL057C-A
Mycgr3G101774,YDL081C
Mycgr3G105887,YNL229C
Mycgr3G26233,YKL201C
Mycgr3G38901,YGR181W
Mycgr3G89342,YDR302W
Mycgr3G65942,YOR032C
Mycgr3G106565,YMR002W
Mycgr3G106061,YLR200W
Mycgr3G76944,YOR359W
Mycgr3G48604,YBR151W
Mycgr3G88390,YDL213C
Mycgr3G55886,YNL147W
Mycgr3G47571,YDR100W
Mycgr3G57911,YPR008W
Mycgr3G95409,YNL039W
Mycgr3G75892,YDR381W
Mycgr3G102272,YBR269C
Mycgr3G44455,YGL220W
Mycgr3G76449,YLR316C
Mycgr3G77247,YHR132W-A
Mycgr3G95977,YBR173C
Mycgr3G47989,YPL046C
Mycgr3G111313,YNL224C
Mycgr3G106995,YDR505C
Mycgr3G107883,YLR435W
Mycgr3G59818,YOR320C
Mycgr3G12793,YLL002W
Mycgr3G45243,YHR116W
Mycgr3G102918,YDL043C
Mycgr3G108290,YGL023C
Mycgr3G46255,Q0130
Mycgr3G90673,YBR231C
Mycgr3G102207,YDL020C
Mycgr3G103740,YJR034W
Mycgr3G62869,YAL009W
Mycgr3G80798,YJR085C
Mycgr3G31220,YHR090C
Mycgr3G65258,YER127W
Mycgr3G43283,YDL003W
Mycgr3G29515,YDL045W-A
Mycgr3G22011,YDL122W
Mycgr3G27443,YDR514C
Mycgr3G24762,YML095C
Mycgr3G87313,YPR143W
Mycgr3G98518,YJL140W
Mycgr3G106471,YHR063C
Mycgr3G25609,YOR037W
Mycgr3G31653,YDR379C-A
Mycgr3G67338,YOR043W
Mycgr3G72020,YGL256W
Mycgr3G46919,YDL117W
Mycgr3G42628,YNL155W
Mycgr3G59152,YGL198W
Mycgr3G17581,YJR141W
Mycgr3G105708,YDR525W-A
Mycgr3G105550,YER027C
Mycgr3G75652,YJL049W
Mycgr3G50313,YNL027W
Mycgr3G27778,YNL213C
Mycgr3G33375,YNR032C-A
Mycgr3G47581,YAL033W
Mycgr3G42726,YER074W-A
Mycgr3G29663,YOR194C
Mycgr3G49783,YFR027W
Mycgr3G99187,YDL183C
Mycgr3G108264,YKR063C
Mycgr3G17404,YOR143C
Mycgr3G26915,YDL076C
Mycgr3G93496,YLR137W
Mycgr3G106740,YLL021W
Mycgr3G19563,YLL018C-A
Mycgr3G51114,YER048W-A
Mycgr3G100988,YMR010W
Mycgr3G46610,YOR113W
Mycgr3G104452,YFL009W
Mycgr3G107643,YMR136W
Mycgr3G110705,YMR098C
Mycgr3G86144,YGR105W
Mycgr3G74038,YER029C
Mycgr3G45613,YER150W
Mycgr3G102744,YDR057W
Mycgr3G62470,YDR367W
Mycgr3G38362,YNL040W
Mycgr3G98339,YOL009C
Mycgr3G78728,YDR276C
Mycgr3G101300,YLR093C
Mycgr3G82615,YPL127C
Mycgr3G104068,YLR298C
Mycgr3G92404,YBR083W
Mycgr3G107722,YLR393W
Mycgr3G40793,YNR074C
Mycgr3G26456,YOR287C
Mycgr3G107003,YPR020W
Mycgr3G101867,YJL203W
Mycgr3G100473,YML034W
Mycgr3G73897,YOR260W
Mycgr3G68239,YDR213W
Mycgr3G83502,YDL098C
Mycgr3G81726,YNL070W
Mycgr3G106144,YMR123W
Mycgr3G29054,YDR171W
Mycgr3G105116,YER130C
Mycgr3G73620,YJL073W
Mycgr3G31400,YDL067C
Mycgr3G101410,YFL010C
Mycgr3G75087,YCL039W
Mycgr3G107828,YPR067W
Mycgr3G99562,YPL210C
Mycgr3G40709,YMR073C
Mycgr3G17456,YMR069W
Mycgr3G110826,YJR093C
Mycgr3G72251,YDL049C
Mycgr3G101794,YKL055C
Mycgr3G72541,YIL005W
Mycgr3G18839,YNL260C
Mycgr3G77886,YGR112W
Mycgr3G109542,YMR295C
Mycgr3G75239,YOL026C
Mycgr3G102725,YEL009C
Mycgr3G108499,YDR103W
Mycgr3G103568,YFL031W
Mycgr3G32106,YLR099W-A
Mycgr3G46105,YMR029C
Mycgr3G104074,YBL029C-A
Mycgr3G35147,YLR308W
Mycgr3G110255,YNL215W
Mycgr3G48216,YMR135C
Mycgr3G37332,YLL013C
Mycgr3G32848,YKR085C
Mycgr3G66222,YBR268W
Mycgr3G106635,YML027W
Mycgr3G105511,YPL041C
Mycgr3G77156,YLR228C
Mycgr3G57038,YHR078W
Mycgr3G65583,YNR023W
Mycgr3G91610,YIL098C
Mycgr3G87683,YDR482C
Mycgr3G25206,YDR034C
Mycgr3G65192,YCL031C
Mycgr3G106408,YFR003C
Mycgr3G77177,YPL178W
Mycgr3G31129,YKL032C
Mycgr3G99350,YHR138C
Mycgr3G103315,YFR001W
Mycgr3G68912,YFR043C
Mycgr3G64814,YPR063C
Mycgr3G82924,YDL085C-A
