gene_id,class,interaction_sig,gene_name,description
Mycgr3G54449,ns,True,FDH1,Belongs to the zinc-containing alcohol dehydrogenase family. Class-III subfamily
Mycgr3G54489,fungicide-specific,False,YKL069W,GAF domain
Mycgr3G54508,shared,True,ERB1,"Component of the NOP7 complex, which is required for maturation of the 25S and 5.8S ribosomal RNAs and formation of the 60S ribosome"
Mycgr3G54524,ns,False,NAS6,Ankyrin repeats (many copies)
Mycgr3G54540,ns,True,vps901,Domain present in VPS9
Mycgr3G54552,ns,False,,Sir2 family
Mycgr3G54556,ns,False,,Motif C-terminal to PAS motifs (likely to contribute to PAS structural domain)
Mycgr3G54587,ns,False,,Glycosyl hydrolase family 3 N terminal domain
Mycgr3G54621,heat-specific,False,,Belongs to the cyclin family
Mycgr3G54658,ns,False,ATG11,Autophagy-related protein 11
Mycgr3G54663,ns,False,PGM2,Belongs to the phosphohexose mutase family
Mycgr3G54676,ns,True,,Methyltransferase domain
Mycgr3G54740,ns,False,ERG13,"This enzyme condenses acetyl-CoA with acetoacetyl-CoA to form HMG-CoA, which is the substrate for HMG-CoA reductase"
Mycgr3G54752,fungicide-specific,True,mns1B,Belongs to the glycosyl hydrolase 47 family
Mycgr3G54755,ns,False,,Integral peroxisomal membrane peroxin
Mycgr3G54764,ns,False,,Inositol monophosphatase family
Mycgr3G54782,ns,False,BUD7,ChAPs (Chs5p-Arf1p-binding proteins)
Mycgr3G54793,ns,False,ATS1,Regulator of chromosome condensation (RCC1) repeat
Mycgr3G54822,shared,False,TIF1,Belongs to the DEAD box helicase family
Mycgr3G54826,ns,False,,Functions as component of the Arp2 3 complex which is involved in regulation of actin polymerization and together with an activating nucleation-promoting factor (NPF) mediates the formation of branched actin networks
Mycgr3G54855,ns,False,DAP1,Belongs to the cytochrome b5 family
Mycgr3G54914,heat-specific,False,YHM2,Belongs to the mitochondrial carrier (TC 2.A.29) family
Mycgr3G54971,ns,False,,DNA double-strand break repair and V(D)J recombination protein XRCC4
Mycgr3G55014,shared,False,,Choriogenin Hminor
Mycgr3G55061,ns,False,HNT3,C2HE / C2H2 / C2HC zinc-binding finger
Mycgr3G55066,shared,True,ELP2,"WD domain, G-beta repeat"
Mycgr3G55107,ns,False,,Aromatic acid exporter family member 2
Mycgr3G55128,ns,False,CDC48,Belongs to the AAA ATPase family
Mycgr3G55137,fungicide-specific,False,,Sugar (and other) transporter
Mycgr3G55177,ns,False,SEC65,SRP19 protein
Mycgr3G55182,ns,False,ucp10,UAS
Mycgr3G55193,fungicide-specific,False,YSH1,CPSF73-100_C
Mycgr3G55269,ns,False,tif224,Belongs to the eIF-2B alpha beta delta subunits family
Mycgr3G55297,fungicide-specific,False,,Elongation factor Tu domain 2
Mycgr3G55315,ns,False,GOT1,Got1/Sft2-like family
Mycgr3G55345,fungicide-specific,False,HPT1,phosphoribosyltransferase
Mycgr3G55380,ns,False,,Glycoside hydrolase family 3 protein
Mycgr3G55383,ns,False,NAG5,Belongs to the hexokinase family
Mycgr3G55400,ns,False,RPT5,Belongs to the AAA ATPase family
Mycgr3G55428,ns,False,,AAA ATPase domain
Mycgr3G55438,ns,False,ERG5,Belongs to the cytochrome P450 family
Mycgr3G55454,ns,False,SER1,Aminotransferase class-V
Mycgr3G55479,ns,False,PRE5,Proteasome subunit alpha type
Mycgr3G55490,fungicide-specific,False,,Cohesin loading factor
Mycgr3G55505,ns,True,FUN12,Translation-initiation factor 2
Mycgr3G55565,ns,True,,tRNase Z endonuclease
Mycgr3G55571,heat-specific,True,,FAD dependent oxidoreductase
Mycgr3G55591,ns,False,IRR1,STAG domain
Mycgr3G55599,ns,False,CTU2,"Plays a central role in 2-thiolation of mcm(5)S(2)U at tRNA wobble positions of tRNA(Lys), tRNA(Glu) and tRNA(Gln). May act by forming a heterodimer with NCS6 that ligates sulfur from thiocarboxylated URM1 onto the uridine of tRNAs at wobble position. Prior mcm(5) tRNA modification by the elongator complex is required for 2-thiolation. May also be involved in protein urmylation"
Mycgr3G55679,fungicide-specific,False,,
Mycgr3G55692,ns,False,ADK1,Catalyzes the reversible transfer of the terminal phosphate group between ATP and AMP. Plays an important role in cellular energy homeostasis and in adenine nucleotide metabolism. Adenylate kinase activity is critical for regulation of the phosphate utilization and the AMP de novo biosynthesis pathways
Mycgr3G55708,fungicide-specific,True,RPS18,Belongs to the universal ribosomal protein uS13 family
Mycgr3G55724,ns,False,,Metal dependent phosphohydrolases with conserved 'HD' motif.
Mycgr3G55760,ns,False,EFT2,"Elongation factor G, domain IV"
Mycgr3G55813,ns,False,TEM1,Gtr1/RagA G protein conserved region
Mycgr3G55823,ns,False,,Mitochondrial PGP phosphatase
Mycgr3G55860,ns,False,,
Mycgr3G55886,fungicide-specific,False,lsm7,snRNP Sm proteins
Mycgr3G55899,ns,False,,RWD
Mycgr3G55916,fungicide-specific,False,TEF4,"Elongation factor 1 gamma, conserved domain"
Mycgr3G55968,fungicide-specific,False,TPI1,Triosephosphate isomerase
Mycgr3G56101,ns,False,NPL6,Chromatin remodelling complex Rsc7/Swp82 subunit
Mycgr3G56118,heat-specific,False,,Domain of unknown function (DUF3328)
Mycgr3G56200,ns,True,ISN1,IMP-specific 5'-nucleotidase involved in IMP (inositol monophosphate) degradation
Mycgr3G56211,ns,False,COX16,Cytochrome c oxidase assembly protein COX16
Mycgr3G56270,ns,False,SCH9,Protein kinase C terminal domain
Mycgr3G56278,shared,True,NMD5,Cse1
Mycgr3G56299,ns,False,,NAD(P)H-binding
Mycgr3G56362,fungicide-specific,True,ini1,PHF5-like protein
Mycgr3G56432,heat-specific,False,,"Four repeated domains in the Fasciclin I family of proteins, present in many other contexts."
Mycgr3G56465,ns,False,,
Mycgr3G56466,shared,True,PAB1,Binds the poly(A) tail of mRNA
Mycgr3G56473,ns,False,,Belongs to the NUP family
Mycgr3G56546,ns,False,,Ornithine cyclodeaminase mu-crystallin family protein
Mycgr3G56573,ns,False,BLM3,Domain of unknown function (DUF3437)
Mycgr3G56633,ns,False,ALG5,Glycosyltransferase family 2 protein
Mycgr3G56657,fungicide-specific,False,SFC1,Belongs to the mitochondrial carrier (TC 2.A.29) family
Mycgr3G56675,fungicide-specific,False,mrpl38,Belongs to the universal ribosomal protein uL14 family
Mycgr3G56686,ns,False,CRN1,Belongs to the WD repeat coronin family
Mycgr3G56708,ns,False,SCT1,Phosphate acyltransferases
Mycgr3G56726,fungicide-specific,False,,Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family
Mycgr3G56742,ns,False,TUS1,Pleckstrin homology domain
Mycgr3G56770,ns,False,,Sucrase ferredoxin domain-containing protein
Mycgr3G56776,fungicide-specific,False,,Belongs to the mitochondrial carrier (TC 2.A.29) family
Mycgr3G56782,heat-specific,True,CPA1,"Carbamoyl-phosphate synthase small chain, CPSase domain"
Mycgr3G56833,ns,True,xyl1,Aldo/keto reductase family
Mycgr3G56835,shared,True,NIP7,Required for proper 27S pre-rRNA processing and 60S ribosome subunit assembly
Mycgr3G56911,fungicide-specific,False,,Mo-co oxidoreductase dimerisation domain
Mycgr3G56917,ns,False,SFH5,CRAL/TRIO domain
Mycgr3G56933,ns,False,LSC2,"Succinyl-CoA synthetase functions in the citric acid cycle (TCA), coupling the hydrolysis of succinyl-CoA to the synthesis of ATP and thus represents the only step of substrate- level phosphorylation in the TCA. The beta subunit provides nucleotide specificity of the enzyme and binds the substrate succinate, while the binding sites for coenzyme A and phosphate are found in the alpha subunit"
Mycgr3G56988,ns,False,,
Mycgr3G57038,ns,False,,Abscisic acid G-protein coupled receptor
Mycgr3G57074,ns,False,,NADH-ubiquinone oxidoreductase MWFE subunit
Mycgr3G57099,ns,True,ROM2,"Domain found in NIK1-like kinases, mouse citron and yeast ROM1, ROM2"
Mycgr3G57142,shared,False,,GAL4-like Zn(II)2Cys6 (or C6 zinc) binuclear cluster DNA-binding domain
Mycgr3G57150,ns,False,cys2,alpha/beta hydrolase fold
Mycgr3G57170,shared,True,UBI4,Polyubiquitin
Mycgr3G57259,ns,False,,Glycosyl Hydrolase Family 88
Mycgr3G57284,ns,False,PFS2,"WD domain, G-beta repeat"
Mycgr3G57300,ns,False,,Fungal specific transcription factor domain
Mycgr3G57344,ns,False,,GC-rich sequence DNA-binding factor-like protein
Mycgr3G57354,ns,True,MRPS16,Ribosomal protein S16
Mycgr3G57362,fungicide-specific,False,,FAD dependent oxidoreductase
Mycgr3G57384,ns,False,,Fungal specific transcription factor domain
Mycgr3G57411,ns,False,lub1,PFU (PLAA family ubiquitin binding)
Mycgr3G57422,ns,False,RTT103,RNA polymerase II-binding domain.
Mycgr3G57452,fungicide-specific,True,ISY1,Isy1-like splicing family
Mycgr3G57478,ns,True,SDH4,Succinate dehydrogenase ubiquinone cytochrome b small subunit
Mycgr3G57491,ns,False,,Alcohol dehydrogenase GroES-like domain
Mycgr3G57534,fungicide-specific,False,,"3' exoribonuclease family, domain 1"
Mycgr3G57559,fungicide-specific,True,,Beta-lactamase
Mycgr3G57585,ns,False,AYR1,Belongs to the short-chain dehydrogenases reductases (SDR) family
Mycgr3G57620,ns,False,,WW domain binding protein 11
Mycgr3G57630,fungicide-specific,True,PYK1,Belongs to the pyruvate kinase family
Mycgr3G57639,ns,False,AGC1,Belongs to the mitochondrial carrier (TC 2.A.29) family
Mycgr3G57651,ns,False,rad1,Repair protein Rad1/Rec1/Rad17
Mycgr3G57654,ns,False,,Las17-binding protein actin regulator
Mycgr3G57670,shared,True,SUP35,Elongation factor Tu C-terminal domain
Mycgr3G57682,heat-specific,False,,Oxidoreductase FAD-binding domain
Mycgr3G57709,fungicide-specific,True,BFR2,Apoptosis antagonizing transcription factor
Mycgr3G57734,shared,False,cpc2,"WD domain, G-beta repeat"
Mycgr3G57777,ns,False,,Kelch motif
Mycgr3G57829,fungicide-specific,True,,Motif C-terminal to PAS motifs (likely to contribute to PAS structural domain)
Mycgr3G57881,shared,False,,Alcohol dehydrogenase GroES-like domain
Mycgr3G57911,heat-specific,False,,Copper-fist
Mycgr3G57915,ns,False,VPS27,Component of the ESCRT-0 complex which is the sorting receptor for ubiquitinated cargo proteins at the multivesicular body (MVB) and recruits ESCRT-I to the MVB outer membrane
Mycgr3G57921,shared,True,,Belongs to the iron ascorbate-dependent oxidoreductase family
Mycgr3G57922,ns,False,,
Mycgr3G57931,ns,True,SCP160,Pfam:KH_3
Mycgr3G57932,ns,False,,Rad4 beta-hairpin domain 1
Mycgr3G58046,ns,False,,Protein of unknown function (DUF2838)
Mycgr3G58104,ns,False,,Ras family
Mycgr3G58167,fungicide-specific,True,,MFS/sugar transport protein
Mycgr3G58174,fungicide-specific,True,,Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family
Mycgr3G58200,ns,False,,ABC-2 type transporter
Mycgr3G58203,fungicide-specific,False,,Aminotransferase class-V
Mycgr3G58223,ns,True,ATG13,Belongs to the ATG13 family. Fungi subfamily
Mycgr3G58228,heat-specific,False,,SIS domain
Mycgr3G58295,ns,False,,"Platelet-activating factor acetylhydrolase, isoform II"
Mycgr3G58320,ns,False,SAC1,SacI homology domain
Mycgr3G58400,ns,False,,Thioredoxin
Mycgr3G58445,shared,True,SMC2,Structural maintenance of chromosomes protein
Mycgr3G58483,fungicide-specific,False,BUD16,Phosphomethylpyrimidine kinase
Mycgr3G58493,ns,False,SIN3,Histone deacetylase (HDAC) interacting
Mycgr3G58554,ns,False,TIF11,Seems to be required for maximal rate of protein biosynthesis. Enhances ribosome dissociation into subunits and stabilizes the binding of the initiator Met-tRNA(I) to 40 S ribosomal subunits
Mycgr3G58567,ns,False,,NAD dependent epimerase/dehydratase family
Mycgr3G58581,ns,False,,ML-like domain
Mycgr3G58617,fungicide-specific,True,,ATPase family associated with various cellular activities (AAA)
Mycgr3G58641,ns,False,,Syntaxin
Mycgr3G58646,shared,True,,Spc7 kinetochore protein
Mycgr3G58653,fungicide-specific,True,,"Presenilin, signal peptide peptidase, family"
Mycgr3G58666,ns,False,,Major Facilitator Superfamily
Mycgr3G58686,fungicide-specific,True,,Dienelactone hydrolase family
Mycgr3G58719,ns,False,,Belongs to the ubiquitin-conjugating enzyme family
Mycgr3G58820,fungicide-specific,True,,integral membrane protein
Mycgr3G58850,shared,False,MOH1,Belongs to the yippee family
Mycgr3G58858,ns,False,VMA4,ATP synthase (E/31 kDa) subunit
Mycgr3G58925,ns,True,TIP41,TIP41-like family
Mycgr3G58971,fungicide-specific,False,,haloacid dehalogenase-like hydrolase
Mycgr3G58978,ns,False,,DUF1771
Mycgr3G59030,shared,False,RRN3,RNA polymerase I specific transcription initiation factor RRN3
Mycgr3G59052,shared,True,,Plasma membrane ATPase
Mycgr3G59096,ns,False,PEPP,"Aminopeptidase P, N-terminal domain"
Mycgr3G59152,ns,False,,Yip1 domain
Mycgr3G59219,fungicide-specific,True,,Carboxymuconolactone decarboxylase family
Mycgr3G59247,ns,False,PRD1,Peptidase family M3
Mycgr3G59280,ns,False,,KR domain
Mycgr3G59299,ns,False,,"DNA mismatch repair protein, C-terminal domain"
Mycgr3G59307,ns,False,TVP38,SNARE associated Golgi protein
Mycgr3G59333,ns,True,prp10,Splicing factor 3B subunit 1
Mycgr3G59339,ns,False,tfs1,"Transcription factor S-II (TFIIS), central domain"
Mycgr3G59385,ns,False,,Belongs to the ABC transporter superfamily. ABCG family. PDR (TC 3.A.1.205) subfamily
Mycgr3G59391,fungicide-specific,False,DUT1,dUTPase
Mycgr3G59551,ns,False,PGI1,Belongs to the GPI family
Mycgr3G59604,ns,False,,Zn_pept
Mycgr3G59611,ns,False,vid27,VID27 cytoplasmic protein
Mycgr3G59681,ns,False,,"SET (Su(var)3-9, Enhancer-of-zeste, Trithorax) domain"
Mycgr3G59682,ns,False,MIH1,Rhodanese Homology Domain
Mycgr3G59716,ns,False,,AMP-binding enzyme C-terminal domain
Mycgr3G59769,fungicide-specific,False,,
Mycgr3G59773,ns,False,SAM2,Catalyzes the formation of S-adenosylmethionine from methionine and ATP
Mycgr3G59818,ns,False,,Glycosyltransferase family 8 protein
Mycgr3G59830,heat-specific,False,,Protein kinase domain
Mycgr3G59831,ns,False,,Enoyl-CoA hydratase/isomerase
Mycgr3G59862,fungicide-specific,True,ras2,Ras subfamily of RAS small GTPases
Mycgr3G59874,heat-specific,False,,Enoyl-(Acyl carrier protein) reductase
Mycgr3G59890,ns,False,,"The coatomer is a cytosolic protein complex that binds to dilysine motifs and reversibly associates with Golgi non- clathrin-coated vesicles, which further mediate biosynthetic protein transport from the ER, via the Golgi up to the trans Golgi network"
Mycgr3G59893,fungicide-specific,True,,Belongs to the cytochrome b5 family
Mycgr3G59899,ns,False,,Ornithine decarboxylase antizyme
Mycgr3G59905,ns,False,,"Peroxidase, family 2"
Mycgr3G59920,ns,False,SWE1,Protein tyrosine kinase
Mycgr3G59958,ns,True,,C6 zinc finger domain-containing protein
Mycgr3G59963,fungicide-specific,True,RPL27B,Belongs to the eukaryotic ribosomal protein eL27 family
Mycgr3G59987,ns,False,,Belongs to the small GTPase superfamily. Arf family
Mycgr3G60015,ns,False,PRO2,Aldehyde dehydrogenase family
Mycgr3G60039,ns,False,,HET domain-containing protein
Mycgr3G60105,ns,False,,Belongs to the glycosyl hydrolase 11 (cellulase G) family
Mycgr3G60141,ns,False,,Major Facilitator Superfamily
Mycgr3G60149,ns,False,,
Mycgr3G60172,fungicide-specific,True,RPL30,Ribosomal protein L7Ae/L30e/S12e/Gadd45 family
Mycgr3G60247,fungicide-specific,False,LTE1,Guanine nucleotide exchange factor for Ras-like small GTPases
Mycgr3G60310,fungicide-specific,False,,Major Facilitator Superfamily
Mycgr3G60318,heat-specific,False,,Major Facilitator Superfamily
Mycgr3G60336,ns,False,,Eisosome component PIL1
Mycgr3G60394,ns,False,,Polysaccharide deacetylase
Mycgr3G60426,fungicide-specific,False,,RNA recognition motif
Mycgr3G60448,ns,False,aps2,Belongs to the adaptor complexes small subunit family
Mycgr3G60481,ns,True,FCF1,Large family of predicted nucleotide-binding domains
Mycgr3G60505,ns,False,rga8,GTPase-activator protein for Rho-like GTPases
Mycgr3G60583,fungicide-specific,True,RPL38,Belongs to the eukaryotic ribosomal protein eL38 family
Mycgr3G60611,fungicide-specific,True,,"Domain in Tre-2, BUB2p, and Cdc16p. Probable Rab-GAPs."
Mycgr3G60694,fungicide-specific,True,rpl36,Belongs to the eukaryotic ribosomal protein eL36 family
Mycgr3G60715,ns,False,,Pyridine nucleotide-disulphide oxidoreductase
Mycgr3G60749,fungicide-specific,True,,Alcohol dehydrogenase GroES-like domain
Mycgr3G60792,ns,False,,Isocitrate/isopropylmalate dehydrogenase
Mycgr3G60824,fungicide-specific,True,CYT1,Cytochrome C1 family
Mycgr3G60826,ns,False,PRP28,Belongs to the DEAD box helicase family
Mycgr3G60912,ns,False,LYS1,Belongs to the AlaDH PNT family
Mycgr3G60951,ns,False,,Belongs to the peptidase M18 family
Mycgr3G61021,ns,False,,FAD binding domain
Mycgr3G61029,fungicide-specific,True,,This magnesium-dependent enzyme catalyzes the hydrolysis of ATP coupled with the transport of calcium
Mycgr3G61086,ns,False,,FAR-17a/AIG1-like protein
Mycgr3G61126,ns,True,,"CobW/HypB/UreG, nucleotide-binding domain"
Mycgr3G61141,ns,False,,Glycosyl hydrolase family 10
Mycgr3G61154,ns,False,,Mitochondrial ribosomal subunit S27
Mycgr3G61156,ns,True,SES1,Seryl-tRNA synthetase N-terminal domain
Mycgr3G61231,ns,False,APM4,Belongs to the adaptor complexes medium subunit family
Mycgr3G61250,ns,False,RPT2,Belongs to the AAA ATPase family
Mycgr3G61261,ns,False,,Pleckstrin homology domain.
Mycgr3G61319,ns,False,,Transcription factor
Mycgr3G61343,heat-specific,False,TRA1,Belongs to the PI3 PI4-kinase family
Mycgr3G61371,ns,False,,"TB2/DP1, HVA22 family"
Mycgr3G61450,ns,False,PNP1,"The purine nucleoside phosphorylases catalyze the phosphorolytic breakdown of the N-glycosidic bond in the beta- (deoxy)ribonucleoside molecules, with the formation of the corresponding free purine bases and pentose-1-phosphate"
Mycgr3G61457,fungicide-specific,True,,Methyltransferase domain
Mycgr3G61494,fungicide-specific,True,CDC34,Belongs to the ubiquitin-conjugating enzyme family
Mycgr3G61514,ns,False,,Uncharacterized protein family UPF0029
Mycgr3G61522,ns,False,TRK1,Cation transport protein
Mycgr3G61546,ns,False,,
Mycgr3G61558,ns,False,MMM1,"Component of the ERMES MDM complex, which serves as a molecular tether to connect the endoplasmic reticulum and mitochondria. Components of this complex are involved in the control of mitochondrial shape and protein biogenesis and may function in phospholipid exchange. The MDM12-MMM1 subcomplex functions in the major beta-barrel assembly pathway that is responsible for biogenesis of all outer membrane beta-barrel proteins, and acts in a late step after the SAM complex. The MDM10-MDM12-MMM1 subcomplex further acts in the TOM40-specific pathway after the action of the MDM12-MMM1 complex. Essential for establishing and maintaining the structure of mitochondria and maintenance of mtDNA nucleoids"
Mycgr3G61567,ns,False,ELP3,"Catalytic histone acetyltransferase subunit of the RNA polymerase II elongator complex, which is a component of the RNA polymerase II (Pol II) holoenzyme and is involved in transcriptional elongation"
Mycgr3G61626,ns,False,,to Saccharomyces cerevisiae PLP1 (YDR183W)
Mycgr3G61630,shared,True,,Protein of unknown function (DUF3759)
Mycgr3G61664,fungicide-specific,False,ERF1,eRF1_1
Mycgr3G61670,ns,False,,3-hydroxyacyl-[acyl-carrier-protein] dehydratase activity
Mycgr3G61690,fungicide-specific,True,,Methyltransferase domain
Mycgr3G61736,ns,True,VPS1,Belongs to the TRAFAC class dynamin-like GTPase superfamily. Dynamin Fzo YdjA family
Mycgr3G61780,shared,True,,Enoyl-(Acyl carrier protein) reductase
Mycgr3G61786,fungicide-specific,False,ERG20,Belongs to the FPP GGPP synthase family
Mycgr3G61816,ns,True,ADE6,CobB/CobQ-like glutamine amidotransferase domain
Mycgr3G61825,ns,True,ARB1,ABC transporter
Mycgr3G61838,ns,False,,"Accessory subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I), that is believed not to be involved in catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone"
Mycgr3G61874,fungicide-specific,True,,
Mycgr3G61916,ns,False,,Vps54-like protein
Mycgr3G61964,ns,False,RHB1,Ras subfamily of RAS small GTPases
Mycgr3G61986,fungicide-specific,True,CWC2,Torus domain
Mycgr3G62028,ns,False,KTR4,Glycosyltransferase family 15 protein
Mycgr3G62030,ns,False,,Spindle pole body component
Mycgr3G62049,fungicide-specific,False,,Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family
Mycgr3G62055,ns,False,,Nuclear pore complex component
Mycgr3G62083,heat-specific,False,ESF1,NUC153 domain
Mycgr3G62128,heat-specific,False,,Methyltransferase
Mycgr3G62164,ns,False,LIA1,"Catalyzes the hydroxylation of the N(6)-(4-aminobutyl)- L-lysine intermediate to form hypusine, an essential post- translational modification only found in mature eIF-5A factor"
Mycgr3G62211,ns,False,KRE2,Glycosyltransferase family 15 protein
Mycgr3G62256,ns,False,,Secretory pathway protein
Mycgr3G62258,fungicide-specific,False,,Conserved hypothetical ATP binding protein
Mycgr3G62261,fungicide-specific,False,BUB3,"WD domain, G-beta repeat"
Mycgr3G62271,ns,False,DBR1,"Lariat debranching enzyme, C-terminal domain"
Mycgr3G62362,ns,False,,Peroxisomal biogenesis factor 11 (PEX11)
Mycgr3G62369,fungicide-specific,False,,Pfam:DUF1446
Mycgr3G62428,ns,False,IDI1,NUDIX domain
Mycgr3G62470,ns,False,,Inositolphosphorylceramide synthase subunit Kei1
Mycgr3G62484,ns,False,NBP35,"Component of the cytosolic iron-sulfur (Fe S) protein assembly (CIA) machinery. Required for maturation of extramitochondrial Fe-S proteins. The NBP35-CFD1 heterotetramer forms a Fe-S scaffold complex, mediating the de novo assembly of an Fe-S cluster and its transfer to target apoproteins"
Mycgr3G62487,ns,False,NRC2,"Serine/Threonine protein kinases, catalytic domain"
Mycgr3G62506,ns,False,,
Mycgr3G62534,ns,False,RSM19,Belongs to the universal ribosomal protein uS19 family
Mycgr3G62547,fungicide-specific,False,,
Mycgr3G62567,fungicide-specific,False,acl1,"Citrate synthase, C-terminal domain"
Mycgr3G62587,fungicide-specific,True,,GMC oxidoreductase
Mycgr3G62604,ns,False,toa2,TFIIA is a component of the transcription machinery of RNA polymerase II and plays an important role in transcriptional activation
Mycgr3G62615,ns,False,,Heterokaryon incompatibility protein Het-C
Mycgr3G62624,heat-specific,False,,Serine carboxypeptidase
Mycgr3G62649,ns,True,FAD1,Phosphoadenosine phosphosulfate reductase family
Mycgr3G62652,ns,True,RPN1,Proteasome/cyclosome repeat
Mycgr3G62658,ns,False,,Triose-phosphate Transporter family
Mycgr3G62661,ns,False,ATP17,Mitochondrial F1-F0 ATP synthase subunit F of fungi
Mycgr3G62699,ns,False,DAO1,FAD dependent oxidoreductase
Mycgr3G62752,ns,False,LCB3,Acid phosphatase homologues
Mycgr3G62755,ns,False,rho4,Belongs to the small GTPase superfamily. Rho family
Mycgr3G62800,ns,False,,Mitochondrial calcium uniporter
Mycgr3G62811,ns,False,GYP8,"Domain in Tre-2, BUB2p, and Cdc16p. Probable Rab-GAPs."
Mycgr3G62823,ns,False,CDC3,Belongs to the TRAFAC class TrmE-Era-EngA-EngB-Septin- like GTPase superfamily. Septin GTPase family
Mycgr3G62864,ns,False,ypt1,Rab subfamily of small GTPases
Mycgr3G62869,ns,False,SPO7,Spo7-like protein
Mycgr3G62913,fungicide-specific,False,,Methyltransferase domain
Mycgr3G62954,ns,False,,Mitochondrial inner membrane protease subunit
Mycgr3G62978,fungicide-specific,False,,Beta-ketoacyl synthase
Mycgr3G62993,ns,False,,
Mycgr3G63016,ns,False,NMD2,Up-frameshift suppressor 2
Mycgr3G63029,fungicide-specific,False,,"Oxidoreductase family, NAD-binding Rossmann fold"
Mycgr3G63214,ns,False,,Belongs to the short-chain dehydrogenases reductases (SDR) family
Mycgr3G63277,ns,False,alp4,Spindle pole body component
Mycgr3G63336,fungicide-specific,True,SSE1,Belongs to the heat shock protein 70 family
Mycgr3G63400,ns,False,GVP36,Bin/amphiphysin/Rvs domain for vesicular trafficking
Mycgr3G63409,fungicide-specific,False,,Phosphatidylethanolamine-binding protein
Mycgr3G63422,ns,False,,Protein of unknown function (DUF3767)
Mycgr3G63449,ns,False,,Ribosomal protein S2
Mycgr3G63492,ns,False,,Pyridoxal-dependent decarboxylase conserved domain
Mycgr3G63510,heat-specific,False,,
Mycgr3G63538,ns,False,,"Peroxidase, family 2"
Mycgr3G63549,ns,False,,Putative peptidase family
Mycgr3G63560,ns,False,,GAL4-like Zn(II)2Cys6 (or C6 zinc) binuclear cluster DNA-binding domain
Mycgr3G63574,ns,False,HNT1,HIT domain
Mycgr3G63621,ns,False,PTP1,"Protein tyrosine phosphatase, catalytic domain"
Mycgr3G63646,heat-specific,False,,Heat shock protein 9/12
Mycgr3G63662,ns,False,,VanZ domain protein
Mycgr3G63665,ns,False,SPT7,bromo domain
Mycgr3G63693,ns,False,SLM2,Pleckstrin homology domain.
Mycgr3G63697,ns,False,EXO1,Helix-hairpin-helix class 2 (Pol1 family) motifs
Mycgr3G63707,fungicide-specific,True,IFM1,Translation-initiation factor 2
Mycgr3G63728,ns,False,RBD2,Rhomboid family
Mycgr3G63742,ns,True,smd1,snRNP Sm proteins
Mycgr3G63781,ns,True,CCR4,Endonuclease/Exonuclease/phosphatase family
Mycgr3G63782,ns,True,acrB,Ubiquitination network signaling protein
Mycgr3G63807,fungicide-specific,False,MRS4,Belongs to the mitochondrial carrier (TC 2.A.29) family
Mycgr3G63851,fungicide-specific,True,CCT7,assists the folding of proteins upon ATP hydrolysis
Mycgr3G63861,ns,False,,PAS domain
Mycgr3G63892,ns,False,,LETM1-like protein
Mycgr3G63909,ns,False,SLN1,His Kinase A (phosphoacceptor) domain
Mycgr3G63935,fungicide-specific,False,UTP6,U3 small nucleolar RNA-associated protein 6
Mycgr3G63945,shared,True,INT6,"Component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is involved in protein synthesis of a specialized repertoire of mRNAs and, together with other initiation factors, stimulates binding of mRNA and methionyl-tRNAi to the 40S ribosome. The eIF-3 complex specifically targets and initiates translation of a subset of mRNAs involved in cell proliferation"
Mycgr3G63982,ns,False,,Vitamin B6 photo-protection and homoeostasis
Mycgr3G63992,ns,False,CEX1,Protein tyrosine kinase
Mycgr3G64085,ns,False,,Phosphoribulokinase / Uridine kinase family
Mycgr3G64097,fungicide-specific,True,,"Beta-L-arabinofuranosidase, GH127"
Mycgr3G64098,heat-specific,False,,Aldo/keto reductase family
Mycgr3G64142,ns,False,,Belongs to the glycosyl hydrolase 3 family
Mycgr3G64146,fungicide-specific,False,,YCII-related domain
Mycgr3G64195,ns,False,chk1,Protein tyrosine kinase
Mycgr3G64280,ns,False,SEC23,Sec23/Sec24 zinc finger
Mycgr3G64294,ns,False,FOL3,Belongs to the folylpolyglutamate synthase family
Mycgr3G64297,ns,False,PEX19,Pex19 protein family
Mycgr3G64317,ns,True,ATX1,Heavy-metal-associated domain
Mycgr3G64379,fungicide-specific,True,GDH3,Belongs to the Glu Leu Phe Val dehydrogenases family
Mycgr3G64401,ns,False,,tail-anchored membrane protein insertion into ER membrane
Mycgr3G64493,heat-specific,True,,NAD(P)H-binding
Mycgr3G64524,ns,True,SPT16,FACT complex subunit SPT16 N-terminal lobe domain
Mycgr3G64526,ns,False,,Belongs to the mitochondrial carrier (TC 2.A.29) family
Mycgr3G64546,ns,False,,Acyltransferase family
Mycgr3G64595,ns,False,,Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family
Mycgr3G64615,ns,False,PMT1,Glycosyltransferase family 39 protein
